COD_PAI4;COD_SAL;CANTI;FOBDOL;FOBPES
PRI;BOG;576;4032;779853312
PRI;BOG;229;11409;220668314
PRI;BOG;576;576;111407616
PRI;BOG;36;234;45259344
PRI;BOG;2200;893474;1728121672
PRI;BOG;223;386549;747647614
PRI;BOG;485;30191;583942246
DOM;BGA;3;270;5213349
DOM;BGA;188;9220;178026214
CIV;CTG;79200;148500;287479665
ECU;IPI;1265664;29854774;57767494951
ECU;IPI;129228;3047764;58972709518
GTM;BUN;39540;6955023;13442042502
GTM;BUN;15;45;8697195
GTM;BUN;1;1;193271
IND;CTG;35580;65823;12742608747
IND;CTG;19;342;6620744
MEX;CTG;25800;5485134;10618616059
MEX;CTG;34368;5866704;11357293607
MEX;CTG;864;132192;2559091709
PRY;CTG;39600;663276;12904697856
PRY;CTG;540;9558;185960448
PRY;CTG;33660;562068;10881018205
DOM;CTG;32928;5709338;11052650341
ABW;PEI;2296;104023;201403091
ABW;PEI;6;567;109779138
ABW;PEI;14;376772;72948334
ABW;PEI;22;100;193614
BOL;BOG;709;4;7731
BOL;BOG;800;88;17007848
BOL;BOG;24111;510085;98584638
CRI;PEI;20561;678763;1314037655
CRI;PEI;160;2180;42207852
CRI;PEI;7;13664;2652196064
CRI;PEI;129;129;24932
CRI;PEI;2;2;386542
CRI;PEI;1;1;193271
CHL;PEI;2400;14400;27687744
CHL;PEI;23;78095;151202853
CHL;PEI;5;31974;6190614
CHL;PEI;1297;23558;45611586
CHL;PEI;38;163045;315677946
CHN;PEI;8564;9300027;1796072149
ECU;PEI;200;16800;32530344
ECU;PEI;200;15200;29432216
USA;BOG;1400;675068;1296954143
USA;BOG;2049;262272;5088758707
USA;BOG;2488;450;873117
GTM;PEI;1724;4;7774
GTM;PEI;600;54;10494684
GTM;PEI;388;325;6316245
GTM;PEI;288;12672;24627525
GTM;PEI;1620;4356;84657118
GTM;PEI;1087;91;17685486
GTM;PEI;258;216;4197874
GTM;PEI;59908;1366809;265633862
GTM;PEI;65;1970;38141958
GTM;PEI;24;23607;45706457
MEX;BOG;307;12967;2491245974
MEX;PEI;134;549;10615025
MEX;PEI;180;55984;1082461837
MEX;PEI;791;55063;1064654118
MEX;PEI;24;4188;80975818
MEX;PEI;8;120;2320224
MEX;PEI;432;72864;1408840013
PAN;PEI;34261;2245055;4337176854
PAN;PEI;21;117593;227676511
PAN;PEI;685;41194;79581865
PAN;PEI;128;194751;376235562
PAN;PEI;42;2808;53947858
PAN;PEI;97;33378;641264812
PAN;PEI;2730;34800;672962088
PAN;PEI;24;3744;71930477
PAN;PEI;7;82815;160341434
PAN;PEI;1399;36531;7072913
PAN;PEI;2;24058;46579656
PER;PEI;135;278;5344717
PER;PEI;23011;247606;476037392
PER;PEI;5578;6756;129888154
PER;PEI;176;14368;27623342
PER;PEI;731;26711;513535
PER;PEI;3395;55953;107919774
PER;PEI;62962;666529;1286669403
PER;PEI;1;1261;24246
PER;PEI;38595;645096;1247217486
PER;PEI;30232;249922;482040182
PER;PEI;477;17319;33535299
CHE;BOG;374;9624084;18489982662
CHE;BOG;797;32700173;62824226371
VEN;PEI;48;269292;521387013
VEN;PEI;204;52;10067928
VEN;PEI;70;696669;1348848718
VEN;PEI;3115;7918;153303565
VEN;PEI;4;17268;33433266
DEU;CTG;209965;5721306;11065921213
DEU;CTG;20978;5577521;10787818017
DEU;CTG;64800;29160;56733696
DEU;CTG;64800;29160;565779816
DEU;CTG;39173;192852;3705111195
DEU;CTG;64800;29160;564517188
DEU;SMR;2898;13041;2516510025
DEU;SMR;666;2997;579667752
DEU;SMR;5763474;30130515;58170948865
DEU;SMR;3104;124936;2417491249
DEU;SMR;233694;1182823;22825997096
DEU;SMR;674064;30430608;58904980807
DEU;SMR;435734;18540914;35649727803
DEU;SMR;718704;31597986;61140523011
DEU;SMR;1156866;4894309;94663766955
DEU;SMR;20708;99522;1912036568
DEU;SMR;2287;3;580485
DEU;SMR;658440;29044596;56232294636
DEU;SMR;2463266;103855358;20077139037
ANT;CTG;20708;102114;1961834591
ARG;CTG;2716301;9200309;17850991542
ARG;SMR;45014470;391355802;75240501069
ARG;SMR;47169660;406319451;78117352372
AUS;CTG;18000;21060;404933256
BEL;CTG;19215;7817794;15019702189
BEL;CTG;57543;24299587;47165741363
BEL;CTG;76886;32205547;61873941007
BEL;CTG;96022;39301382;76015161009
BEL;CTG;595826;249232885;48424407238
BEL;CTG;44280;27784;5390818384
BEL;CTG;58690;71851;13815222876
BEL;SMR;139164;521946;10069390648
BEL;SMR;38244;145314;2810605263
BEL;SMR;1396764;8062985;15587893388
BEL;SMR;50168;2472194;47808615278
BEL;SMR;630;3780;73178154
BEL;SMR;17400;21965;42735104
BEL;SMR;1722720;69731736;1345266715
BEL;SMR;1215662;52959943;10231225468
BEL;SMR;36211916;136846231;26483408949
BEL;SMR;6957620;301294178;58250032042
BRA;CTG;44060;565836;10870954399
BRA;SMR;27500000;2446675;47358085968
BRA;SMR;74611500;661472514;12805644840
BRA;SMR;44000000;4553120;88064625792
BRA;SMR;21570;2058775;3982000254
CAN;SMR;118864570;1138516217;22093504701
CAN;SMR;58272000;528193262;10252284035
CAN;SMR;71572820;52129889;10091981601
CAN;SMR;58124360;570723091;11046973222
CAN;SMR;72184;89236;1719641202
KOR;SMR;19021;7757732;14904309873
CRI;SMR;15195;63000;122236380
CRI;SMR;450;5404;104600364
CHL;CTG;84250;5227315;10120813664
CHL;CTG;535350;2484024;47988362851
CHL;SMR;51688380;340161229;66279735148
CHL;SMR;171076;20003422;38553998268
CHL;SMR;45997990;299446915;58346632494
CHL;SMR;50156040;452696953;87834979003
CHL;SMR;189337;17486651;33821980898
CHL;SMR;207670;22988587;44463605432
CHL;SMR;50009240;336962259;65656422242
CHL;SMR;16200;2335119;4486277325
CHL;SMR;85008;785553;15092201347
CHL;SMR;107890;6207433;1201690747
CHL;SMR;16620;1108006;2144667494
CHN;SMR;182000;72800;140701288
CHN;SMR;507809;20626691;4019069488
CHN;SMR;506789;20583821;40107163542
CHN;SMR;2503745;10077351;19505821369
CHN;SMR;510489;20753271;40437333478
CHN;SMR;18375000;17224725;33420444929
CHN;SMR;43999830;309450804;60295870258
CHN;SMR;500844;18838112;36221168229
CHN;SMR;17781;9521223;18480789055
CHN;SMR;17649;10113493;19516010631
TWN;SMR;107320;3258231;6305768861
TWN;SMR;99280;3001545;5806367068
DNK;CTG;144919;714612;13738844467
DNK;CTG;348763;1711131;32874590998
DNK;SMR;59904;10902528;21211958477
DNK;SMR;59904;10902528;21087233556
DNK;SMR;89856;16314854;31555538012
DNK;SMR;155387150;1538488172;29890390706
DNK;SMR;162534440;1794217683;34908299240
ESP;SMR;73587570;514390702;9960301480
ESP;SMR;167967470;97992222;18972666070
ESP;SMR;150000000;8512500;16586436000
ESP;SMR;21600;11340;220110534
SVN;SMR;4367335;15974568;30861992398
SVN;SMR;15537478;56648604;10907405457
USA;CTG;68206;440611;8471892064
USA;CTG;125185;9063505;17524468188
USA;CTG;62995;4035642;7753356123
USA;CTG;115341;49992084;97035134965
USA;CTG;19318;751782;14626670592
USA;CTG;19960;560876;10844649635
USA;SMR;23232;3691776;7092713887
USA;SMR;124454;2191094;4242681045
USA;SMR;11546;446648;864857922
USA;SMR;258;51484;100057095
USA;SMR;2979;65819;127916594
USA;SMR;528;99666;193696884
USA;SMR;1079;170197;330771062
USA;SMR;3421;790097;1535521916
USA;SMR;817;14118;274377683
USA;SMR;58154450;555400511;10738779960
USA;SMR;32788770;299984456;58364975759
USA;SMR;68300450;640600577;12429316755
USA;SMR;69045080;657144064;12721849078
USA;SMR;70199670;663234991;12752417113
USA;SMR;103725450;990541032;19176181001
USA;SMR;58084610;543082992;10442182537
USA;SMR;230677;99982002;19430073934
USA;SMR;419252;13682304;2642683084
USA;SMR;129737;4233984;8177435995
USA;SMR;17536;7345441;1429129001
USA;SMR;27900;36549;7060828212
USA;SMR;7980;110124;2127463531
USA;SMR;588000;3238704;62550605601
USA;SMR;19881448;968989232;18715618134
USA;SMR;9024;99264;1916338565
USA;SMR;120720;1570104;30333587954
USA;SMR;33200;49812;9577652112
USA;SMR;11532;159456;3098963578
USA;SMR;2362;44208;859164797
USA;SMR;15600;17160;3320013312
USA;SMR;18000;23562;4551895656
USA;SMR;68871;944064;18236295475
USA;SMR;17510;61764;11874499584
USA;SMR;78670;982041;18914289592
USA;SMR;38570;16581122;32224747362
USA;SMR;38412;10339806;19998839173
USA;SMR;45914;646272;12512730701
USA;SMR;35117;12787619;24793296568
USA;SMR;19227;8712103;16737866526
USA;SMR;19257;806633;15676589702
USA;SMR;115407;37197121;72199983832
USA;SMR;47520;58080;1122927432
USA;SMR;23760;29040;560724648
USA;SMR;38503;13004185;25241253127
USA;SMR;134624;58349888;11325771611
FRA;SMR;166406920;1777005746;34401587339
FRA;SMR;90277690;729261686;14051632944
GLP;SMR;18375270;200088316;38468179281
GTM;SMR;48334990;479048086;92655564602
GTM;SMR;145196720;1264526667;24538614152
HND;SMR;14994550;127438681;24794469775
HND;SMR;94;94;1815972
HND;SMR;165;165;3180767
IND;SMR;13162;2546302;4913257327
IND;SMR;71579;1355921;2606839478
ISR;SMR;174292000;1350588708;25965878265
ISR;SMR;172714000;1250264444;24204244451
ISR;SMR;169890000;1717798309;33213973864
ITA;SMR;72552420;58298143;11272062545
JPN;CTG;19299;69223;13394304385
JPN;SMR;73201000;583485171;11295864471
JPN;SMR;32695;2413645;4672551219
JPN;SMR;8640;249262;4825438132
JPN;SMR;26241;9016032;17541591859
JPN;SMR;65494;483099;9352265231
JPN;SMR;16155;253915;491663232
JPN;SMR;17564;6176093;11987858274
JPN;SMR;17560;7715526;14975913121
MEX;CTG;20990;2284762;443474589
MEX;CTG;21510;2299419;4447444253
MEX;CTG;42860;4581734;8828222524
MEX;SMR;116630000;886026999;17034400672
MEX;SMR;57617000;439037507;84595063961
MEX;SMR;60102580;604382983;11685865853
MEX;SMR;59001610;539507419;10444485977
NZL;CTG;17583;7558878;14522267591
NLD;CTG;43910;518138;10032861535
NLD;SMR;1584;7560;1462450532
NLD;SMR;8712;37026;7143685362
NLD;SMR;2187;76545;1479610692
NLD;SMR;2376;10098;1953114768
NLD;SMR;464244;14731995;28462876065
NLD;SMR;76901;28736343;55777529126
NLD;SMR;143107540;1446375564;27965960805
NLD;SMR;297025000;3633937525;70358117997
NLD;SMR;148500000;19205505;37184546451
NLD;SMR;343438450;3231898031;62637526377
NLD;SMR;484153220;3377953178;65494229122
NLD;SMR;3648;178752;3453274138
NLD;SMR;28687;13464;260108323
NLD;SMR;31168;205223;3964662092
NLD;SMR;49780;2604292;50419104034
NLD;SMR;261774;1724631;3339760428
NLD;SMR;30;2096;4047104
NLD;SMR;80;2228;43019784
NLD;SMR;95345;40765;7874550977
NLD;SMR;100;1804;34832895
NLD;SMR;44865;216958;4191057736
NLD;SMR;1417388;6460271;12444490556
NLD;SMR;18676;11368;2185793568
NLD;SMR;2327026;9977981;19303486802
NLD;SMR;43200;555984;10740943699
NLD;SMR;21600;28512;5482173312
NLD;SMR;20700;26289;5080901319
PAN;SMR;17664;25658;493290445
PAN;SMR;9510;13870;266659072
PRT;SMR;162843000;951491649;18468548056
PRI;SMR;46361000;490267575;94825593286
PRI;SMR;124605150;1386814197;26777862175
GBR;CTG;21610;6690283;12951651957
GBR;CTG;20700;26082;5038729416
GBR;SMR;205325;4204295;8139503056
GBR;SMR;80730;153387;2968682675
GBR;SMR;818155;19574031;37882909003
GBR;SMR;64310;996805;1935286253
GBR;SMR;12430;19888;384538458
GBR;SMR;15950;36685;709563294
GBR;SMR;70500;51840;1001137536
GBR;SMR;30475;579025;1128218632
GBR;SMR;457090;897061;17432432777
GBR;SMR;138345;2628555;5087890906
GBR;SMR;826675;2040147;39480134594
GBR;SMR;10060;15593;303377408
GBR;SMR;3080;7084;137826304
GBR;SMR;7;3;580248
GBR;SMR;47000;34560;667308672
GBR;SMR;45680;86792;1691124762
GBR;SMR;671220;1090667;21162742452
GBR;SMR;42220;85871;1669956363
GBR;SMR;209450;3246475;6305608072
GBR;SMR;36060;57696;11155637
GBR;SMR;68905;150282;2919028487
GBR;SMR;5400;23400;451590516
GBR;SMR;128304;76545;1478170944
GBR;SMR;24300;2709;523571139
GBR;SMR;36400;5096;984909016
GBR;SMR;40000;6100;11794472
GBR;SMR;17850;37875;732013913
GBR;SMR;33200;4648;898323608
GBR;SMR;64750;102675;198524166
GBR;SMR;26250;3570;68997747
GBR;SMR;7700;14245;27531454
GBR;SMR;35000;48085;929343604
GBR;SMR;35700;6153;1189196463
GBR;SMR;26600;3577;691330367
GBR;SMR;7700;13475;260432673
GBR;SMR;3000;540;10436634
GBR;SMR;167894140;1597134739;30988566487
GBR;SMR;68764060;650695031;12625175408
GBR;SMR;79153600;596105761;11460490919
GBR;SMR;5100;816;158586336
GBR;SMR;24140;39032;758571307
GBR;SMR;2040;3468;67399193
GBR;SMR;115400;201483;3920053248
GBR;SMR;36150;62805;1220590053
GBR;SMR;98985;1880715;3642402982
GBR;SMR;90800;158283;3079554048
GBR;SMR;14700;2205;42634116
GBR;SMR;17640;2646;511609392
GBR;SMR;12240;20808;403854149
GBR;SMR;55998;118125;2292640875
GBR;SMR;302400;526689;10222280271
GBR;SMR;202650;385035;7444728732
GBR;SMR;560530;23150125;44512134345
GBR;SMR;23760;30888;5969754648
GBR;SMR;207429;8958063;17224205214
GBR;SMR;143060;2821982;5456358637
GBR;SMR;20;122;2357906
GBR;SMR;89836;31236;6027638209
GBR;SMR;438081;15133;2929582337
GBR;SMR;67737;236736;4567442342
GBR;SMR;7836501;378437104;73381655384
DOM;SMR;19427000;183688279;35528252171
RUS;SMR;30800;389004;75239597664
RUS;SMR;63672;14254872;27734278963
SWE;CTG;43200;288792;5618737152
SWE;CTG;52200;288792;5603315659
SWE;CTG;64800;433188;8339085594
SWE;SMR;160704;66474;12781354824
SWE;SMR;160704;66312;12810682656
SWE;SMR;321408;132624;2565511812
TUR;SMR;65516050;662563813;12766478318
TUR;SMR;208356;85920;1652035392
TUR;SMR;197458;84928;16443249792
TUR;SMR;199615;85856;1670414336
TUR;SMR;102581;43192;8347761032
UKR;SMR;88320;38180;739218252
VNM;SMR;8804;5380851;10457468684
XCF;SMR;35281149;94736992;18385216497
XCF;SMR;15279644;35163576;68003520989
XCF;SMR;79614;19250;371692475
ARG;RCH;48754000;323190266;62879898153
BRA;RCH;24914500;175971114;34070471266
BRA;RCH;24914500;175971114;34070471266
BRA;RCH;24189000;171911223;33280809394
BRA;RCH;24189000;171911223;33280809394
BRA;RCH;25776000;178653456;34810268595
BRA;RCH;25776000;178653456;34810268595
CAN;RCH;32491000;374660715;72539559674
CAN;RCH;32491000;374660715;72539559674
HRV;RCH;35782000;288689176;55837105665
HRV;RCH;35782000;288689176;56034857751
CHL;RCH;29051500;212105002;41010926347
CHL;RCH;29051500;212105002;41010926347
CHL;RCH;28497000;228488946;44233860523
CHL;RCH;28497000;228488946;44233860523
CHL;RCH;30947500;22009862;42609552142
CHL;RCH;30947500;22009862;42609552142
CHL;RCH;24825500;205182758;39672496625
CHL;RCH;24825500;205182758;39672496625
CHL;RCH;24942000;175142724;33910083365
CHL;RCH;30402000;20262933;39191754491
CHL;RCH;55344000;377772054;73240638947
CHL;RCH;24907000;202419189;3915110986
CHL;RCH;24907000;202419189;39289767004
ESP;RCH;79525500;549680256;10642579309
ESP;RCH;79525500;549680256;10642579309
ESP;RCH;158831000;1112134662;21366553553
USA;RCH;57402000;346304075;67049317177
USA;RCH;60602000;365607346;70690911564
FRA;RCH;137716000;1410349556;27375025917
IRL;RCH;78751000;576299818;11157971296
IRL;RCH;78751000;576299818;11157971296
ISR;RCH;84670500;594894933;11429240432
ISR;RCH;84670500;594894933;11429240432
NLD;RCH;153919500;1137283777;21849723380
NLD;RCH;153919500;1137283777;21849723380
PRT;RCH;80134000;553405404;10713541238
PRT;RCH;80134000;553405404;10713541238
GBR;RCH;81907500;733154033;14085501913
GBR;RCH;81907500;733154033;14085501913
TUR;RCH;81836500;569246511;11020213980
TUR;RCH;81836500;569246511;11020213980
TUR;RCH;78221000;514224854;99459314361
TUR;RCH;78221000;514224854;99811558386
TUR;RCH;81250500;563082215;10900877525
TUR;RCH;405240500;2853903809;55059546719
TWN;ADZ;216315;33528;6473820936
USA;ADZ;1159884;405742;78418162082
DEU;BUN;192471;54737729;10591476873
DEU;BUN;62850;16645373;3216630586
DEU;BUN;104758;26937771;51794868568
DEU;BUN;19204;5440322;10518971393
DEU;BUN;147062;37570139;72445203624
DEU;BUN;19219;5397964;10473453631
DEU;BUN;117200;1380260;2677865327
DEU;BUN;19987;5018895;9764762112
DEU;BUN;84054;21658314;41643739827
DEU;BUN;62918;16610352;32155814333
DEU;BUN;42071;11723385;2269190124
DEU;BUN;251917;72793014;14060154533
DEU;BUN;19216;5443618;10458387774
DEU;BUN;19244;5124952;9854052708
DEU;BUN;83964;21635123;42046996145
DEU;BUN;19963;5699402;110280579
DEU;BUN;63000;19375303;3722421963
DEU;BUN;77083;19912718;38545301968
DEU;BUN;38550;1019848;19743135447
DEU;BUN;21004;6390017;12276628461
DEU;BUN;20978;5405431;10505238931
DEU;BUN;153970;42770666;8324988786
DEU;BUN;79135;20690497;4012663079
DEU;BUN;105173;29330846;56390311286
DEU;BUN;57955;155488;29893500928
DEU;BUN;36288;7885707;15150178003
DEU;BUN;120000;109026;21087372816
DEU;BUN;265000;331250;640690500
DEU;BUN;620114;13750671;26619786482
DEU;BUN;117072;2849236;551580748
DEU;BUN;55488;147696;2859232094
DEU;BUN;14735;681947;13167510039
DEU;BUN;5565;378207;7302685501
DEU;BUN;82598;1369172;265062115
DEU;BUN;19266;5385673;10449605895
DEU;BUN;74000;672327;13066406314
DEU;BUN;263725;32769682;63446692107
DEU;BUN;21007;5494919;10690914406
DEU;CTG;17521;4596589;8897203634
DEU;CTG;20979;624365;11995425253
DEU;CTG;42045;11563576;22327761991
DEU;CTG;20974;5664312;10952060538
DEU;CTG;21036;5402946;10432386343
DEU;CTG;146898;40854432;79268220232
DEU;CTG;21000;5571844;10786699955
DEU;CTG;187328;55574031;10736235901
DEU;CTG;21008;6199129;12001079805
DEU;CTG;19269;5479828;10632291075
DEU;CTG;38480;10009747;19380271557
DEU;CTG;19261;4753711;9201330549
DEU;CTG;96525;25535882;49546250409
DEU;CTG;15600;21840;422280768
DEU;CTG;2172;9507;1840868931
ABW;CTG;19200;27372;5292430944
AGO;BUN;4595712;86944;16796537472
AGO;BUN;24395;8157491;15795594548
AGO;BUN;117470;235875;45619876125
AGO;BUN;16084992;30424401;58902119188
AGO;BUN;88;275;5323698
ATG;CTG;26500;1257929;2428897368
ANT;BUN;54504;7302;142067712
ANT;BUN;27270;341519;664459366
SAU;BUN;467807;964725;18676014803
ARG;BUN;52597;18625965;36101601014
ARG;BUN;1170;10296;1993233528
ARG;BUN;564;1023096;1980642239
ARG;BUN;120;1056;204434208
ARG;BUN;6480;46008;890682674
ARG;BUN;4980;142362;2756028667
ARG;BUN;194590;11539187;22343673965
ARG;BUN;24000;66000;127678320
ARG;BUN;4368;28321;544488218
ARG;BUN;44604;2566606;4934454031
ARG;CTG;60000;108420;2098996744
ARG;CTG;20000;36140;704180672
ARG;CTG;20000;35680;695217664
AUS;BUN;24000;73180;1416713574
AUS;BUN;19966;5046549;9771784225
AUS;BUN;24984;6255504;12170708582
AUS;BUN;19245;7085459;13716952642
AUS;BUN;3926;28678;5514091128
AUS;BUN;40977;11799682;22839582476
AUS;BUN;20999;5990553;11509170235
AUS;BUN;19235;6055453;11692292534
AUS;BUN;19233;6048503;1175502364
AUS;BUN;11449;5785532;11243950021
AUS;BUN;38109;14997322;29036915017
AUS;BUN;7771;68528;1325982536
AUS;BUN;19247;6500573;12497741627
AUS;BUN;19314;5607739;10880471672
AUS;BUN;19260;579757;11194353986
AUS;BUN;19235;5025006;9726451864
AUS;BUN;36800;32384;6270611072
AUS;BUN;19263;6726806;12932688143
AUS;BUN;39040;12449334;23934591575
AUS;BUN;55200;43792;8471583376
AUS;BUN;18400;10856;2098149976
AUS;BUN;4629;34641;6659940096
AUS;BUN;1053;20007;3846465792
AUS;BUN;20;400;769024
AUS;BUN;19039;5800721;11152234166
AUS;BUN;18400;22080;424205376
AUT;BUN;1;31671;61311572
AUT;BUN;312;208905;4044171
AUT;BUN;36;857552;1660126341
BHS;BUN;40000;19356;3747186108
BHS;BUN;160000;782308;15146578111
BHS;BUN;160000;809744;15680299298
BHS;BUN;20000;104208;2017060469
BHS;BUN;20000;104208;2021906141
BHS;BUN;26000;1209598;2341309985
BHS;BUN;24000;10956;2121004908
BHS;BUN;26000;1209598;2337802151
BEL;BUN;403847;153600235;29735504887
BEL;BUN;115576;30915928;59717850904
BEL;BUN;134681;35769322;69027739937
BEL;BUN;19239;10476332;2014137685
BEL;BUN;134643;54210786;10547250524
BEL;BUN;77079;19227907;37177542743
BEL;BUN;34661279;104177754;20149644468
BEL;BUN;77134;226166;43882084316
BEL;BUN;25276;17174284;3319291043
BEL;BUN;58496;16968486;32846616245
BEL;BUN;856212;24727625;4754034272
BEL;BUN;39942;10574909;20455968559
BEL;BUN;24966;16962649;32821877683
BEL;BUN;19928;8347269;16036940148
BEL;BUN;19492221;35712658;68659727764
BEL;BUN;22800;47196;9138703068
BEL;BUN;20178;1320498;25510436762
BEL;BUN;64614;4264425;8238357369
BEL;BUN;60000;46200;89446434
BEL;BUN;39933;10141781;19601121557
BEL;BUN;43200;1730084;3349321518
BEL;BUN;20114;1316274;25428834151
BLZ;BUN;20000;373119;717418288
BOL;BUN;1220869;300188;5808487706
BOL;BUN;682392;1001248;1937364818
BOL;BUN;1128934;1680681;3252033701
BOL;BUN;14442;439824;851037449
BOL;BUN;1478126;7163765;13868261026
BOL;BUN;1884771;7680412;1487035289
BOL;BUN;5700;8480;164135308
BOL;BUN;14000;21000;40654530
BOL;BUN;400;2000;3865420
BOL;BUN;13500;62850;1215400535
BOL;BUN;40000;43300;83630053
BOL;BUN;1310573;5552646;10749817829
BOL;BUN;234719;798964;1549630574
BOL;BUN;36;971064;1866928804
BOL;BUN;7;1820;34990592
BOL;BUN;95;35530;683085568
BOL;BUN;1040625;299848;5795192281
BOL;BUN;2000;17000;32856070
BOL;BUN;2000;3000;5798130
BOL;BUN;1210;728886;1411072274
BOL;BUN;9132;5431961;10515896258
BOL;BUN;609195;1661934;3224584063
BOL;BUN;90008;313992;609226118
BOL;BUN;7296;4884;94550821
BOL;BUN;76000;1305201;25093272345
BOL;BUN;29900;7074933;13601983188
BOL;BUN;3840;65190;1253316864
BOL;BUN;120;900;1730304
BOL;BUN;4165044;21644407;41880601223
BOL;BUN;16000;2694319;5205100989
BOL;BUN;6000;216681;41860169
BOL;BUN;5700;1336262;2569043871
BOL;BUN;90426;2590;49794304
BOL;BUN;2718;220775;430175672
BOL;BUN;417473;119574;2298881894
BOL;BUN;9000;2345;45341044
BOL;BUN;120;2370;45824424
BOL;BUN;1400;4428;85616266
BOL;BUN;1943522;7595876;14658723717
BOL;BUN;839;22356;429807514
BOL;BUN;9420;203438;3911217613
BOL;BUN;12;3228;6241403
BOL;BUN;50;5;96128
BOL;BUN;30;3;57677
BOL;BUN;371;25;48064
BOL;BUN;84;92;176876
BOL;BUN;82;55;1057408
BOL;BUN;4355;438;8498339
BOL;BUN;178;12;2307072
BOL;BUN;15;45;865152
BOL;BUN;8;2621;5085421
BOL;BUN;33;4719;9072561
BOL;BUN;1320;33852;650825011
BOL;BUN;432;31536;60629852
BOL;BUN;1928;1467742;282182206
BOL;BUN;1262;207102;398166021
BOL;BUN;30000;3000;5767680
BOL;BUN;1856;2020;38835712
BOL;BUN;3;90;1730304
BOL;BUN;4300000;830068;16072855705
BOL;BUN;880;868288;1680944788
BOL;BUN;14880;19977;3868206441
BOL;BUN;251632;12716067;24619094725
BOL;BUN;551;13193604;2564124163
BOL;BUN;12;323688;62907468
BOL;BUN;146;44976;873649416
BOL;BUN;260;5589927;10841527314
BOL;BUN;315240;3240265;6272926221
BOL;BUN;740;389166;753553801
BOL;BUN;16720;4551794;8813775276
BOL;BUN;20000;55547;107535104
BOL;BUN;21000;3951398;7651210489
BOL;BUN;50400;6038121;11691794836
BOL;BUN;91200;15662688;3022893638
BOL;BUN;90;55086;106664675
BOL;BUN;2420;1128429;2185010925
BOL;BUN;170;366394;709459694
BOL;BUN;2717;3299929;6389751521
BOL;BUN;21;152292;2944596278
BOL;BUN;134;208566;40342388122
BOL;BUN;1;23200;44913576
BOL;BUN;20;498;962893
BOL;BUN;1440;3960;76567392
BOL;BUN;8377;3025589;5850036843
BOL;BUN;800;1320;25522464
BOL;BUN;15600;7381272;14289625903
BOL;BUN;1;9069;17556949
BOL;BUN;40;6792;13151553
BOL;BUN;40;6818;13201898
BOL;BUN;40;5584;10812467
BOL;BUN;129;561416;1087086643
BOL;BUN;356;63804;123545599
BOL;BUN;276;195264;378095541
BOL;BUN;185;97199;18820934
BOL;BUN;256;108404;209905917
BOL;BUN;885;1141763;221082995
BOL;BUN;76;35289;68331149
BOL;BUN;35;23471;45447601
BOL;BUN;34;22526;4361777
BOL;BUN;297;268947;520770145
BOL;BUN;633;345364;668738674
BOL;BUN;891;150733;29186883
BOL;BUN;170;222529;430889579
BOL;BUN;60;5110217;9893022397
BOL;BUN;1;55214;106890439
BOL;BUN;8;4;774372
BOL;BUN;200;10;193593
BOL;BUN;61;305;593408
BOL;BUN;7000;253668;494267025
BOL;BUN;2376;15120;291947544
BOL;BUN;3563;28240;546695336
BOL;BUN;125;2293686;4441333012
BOL;BUN;55026;178325;342840512
BOL;BUN;367307;6420584;12457602312
BOL;BUN;400000;2280;43838928
BOL;BUN;523600;40584;780332918
BOL;BUN;1388000;1539362;2968695321
BOL;BUN;1150320;2645348;508636932
BOL;BUN;188964;575448;1121248919
BOL;BUN;573539;2938995;5726572979
BOL;BUN;197200;2933486;5640389541
BOL;BUN;198312;1807521;3521918517
BOL;BUN;96500;452855;87073148
BOL;BUN;33026;6301798;12278927367
BOL;BUN;3793;31062;60523686
BOL;BUN;72069;63219;1231809571
BOL;BUN;2115766;4441757;8539544338
BOL;BUN;65400;478749;920519427
BOL;BUN;230000;123405;237278198
BOL;BUN;20000;427;83200096
BOL;BUN;300800;746366;143508269
BOL;BUN;20000;4216;82147917
BOL;BUN;12;99989;1948265667
BOL;BUN;36;25776;49521367
BOL;BUN;300;420;8069124
BOL;BUN;36;3798;72967936
BOL;BUN;100;20453;3938122885
BOL;BUN;4000;10400;20024680
BOL;BUN;4994;83293;16002417746
BOL;BUN;484;1512;290488464
BOL;BUN;1;2429497;4703336127
BOL;BUN;1;38614;7495016014
BOL;BUN;720;2996;579992644
BOL;BUN;31668;7929762;15332353422
BOL;BUN;21750;743475;1429375296
BOL;BUN;10354;357909;688101527
BOL;BUN;2000;8316;1598800896
BOL;BUN;2031739;4213208;8156475764
BOL;BUN;4156476;16693745;3231769995
BOL;BUN;281536;2344247;4536000733
BOL;BUN;70474;586814;1135455749
BOL;BUN;155;882576;1707740431
BOL;BUN;13228;3153594;6101042076
BOL;BUN;16380;6119993;11833128865
BOL;BUN;303634;110184;2129576031
BOL;BUN;636;4776;924600168
BOL;BUN;14514;15125;292803363
BOL;BUN;198288;4543803;8781853496
BOL;BUN;3500;41340;794868984
BOL;BUN;125;2293686;4410207693
BOL;BUN;7332;5431;1051381859
BOL;BUN;370;2025;3920258
BOL;BUN;178098;4178428;8089144118
BOL;BUN;888;26455;512150284
BOL;BUN;34456;40366;7814575038
BOL;BUN;203803;826552;15998823167
BOL;BUN;1919355;3266695;62898578878
BOL;BUN;508762;4968015;9565664482
BOL;BUN;38723;510393;988192303
