COD_PAI4;COD_SAL;CANTI;FOBDOL;FOBPES
DEU;BOG;11350;16368;31530014
DEU;BOG;50;1995;38520857
DEU;BOG;2161;747215;1442775027
DEU;BOG;10;4465;8621335
DEU;BOG;105;20475;39534563
DEU;BOG;2000;360;6916392
DEU;BOG;198;4752;920144016
DEU;BOG;97;34629;669558641
DEU;BOG;13600;1632;315550464
DEU;BOG;8520;13792;266868304
DEU;BOG;68000;8160;157775232
DEU;BOG;25400;4064;78636368
DEU;BOG;136;13298089;25836537172
DEU;BOG;43000;6880;1337710976
DEU;BOG;125920;201472;3910733081
DEU;BOG;219;6935;134284486
DEU;BOG;3;101;1955693
DEU;BOG;3;12;2323596
DEU;BOG;2896;2178;421732674
DEU;BOG;164;70;1355431
DEU;BOG;42255;2691;521066403
DEU;BOG;2;73;1413521
DEU;BOG;785;3116;60336043
DEU;BOG;1076;945;182983185
DEU;BOG;198165;63235;1224438276
DEU;BOG;2;10;193633
DEU;BOG;5;178;3446667
DEU;BOG;17200;61869;1195958009
DEU;BOG;262834;370685;7210538398
DEU;BOG;1516;1965;37993668
DEU;BOG;1416;22824;441947959
DEU;BOG;11150;410277;794431663
DEU;BOG;38748;605281;1172955359
DEU;BOG;12;14209;27685952
DEU;BOG;13100;4700;9100751
DEU;BOG;51056;347300;669707169
DEU;BOG;16;4263;830637
DEU;BOG;1;829;161529
DEU;BOG;1;7103;13840053
DEU;BOG;8;71041;138421968
DEU;BOG;1;63935;124576069
DEU;BOG;1;8288;16149002
DEU;BOG;2;829;161529
DEU;BOG;1;110816;21592276
DEU;BOG;2;33744;65749509
DEU;BOG;1;34336;66903009
DEU;BOG;1;202938;395420634
DEU;BOG;8;64411;125503545
DEU;BOG;60380;8103;1572800403
DEU;BOG;13990;3632;698273792
DEU;BOG;9710;301145;582700518
DEU;BOG;135;82039;158406644
DEU;BOG;8;500;962725
DEU;BOG;176570;23313;4525076613
DEU;BOG;18880;191595;368391202
DEU;BOG;123085;174175;3380754168
DEU;BOG;3870;2500;4831775
DEU;BOG;2;204161;39420835
DEU;BOG;1;107;2066031
DEU;BOG;1;422;814827
DEU;BOG;1;2444;4719046
DEU;BOG;1;1277;2465721
DEU;BOG;1;5952;11492538
DEU;BOG;1;1299;25082
DEU;BOG;4747;3000;5836800
DEU;BOG;1355;4716;910598292
DEU;BOG;1870;6655;1284993985
DEU;BOG;18573;42667;823844303
DEU;BOG;349;18032;348174478
DEU;BOG;4408;16962;3275141694
DEU;BOG;9450;4536;87769332
DEU;BOG;4500;699;135299139
DEU;BOG;2550;306;59287032
DEU;BOG;70400;14158;273950221
DEU;BOG;43600;6624;1282148064
DEU;BOG;32020;38424;74399687
DEU;BOG;20000;35376;680195578
DEU;BOG;317800;70849;13708927255
DEU;BOG;14850;49005;948898517
DEU;BOG;5475;625;121020625
DEU;BOG;28366;4194;811794834
DEU;BOG;6425;12784;247540427
DEU;BOG;2400;442;85585786
DEU;BOG;55160;97404;188253685
DEU;BOG;103251;212134;40788277
DEU;BOG;5875;13748;265708971
DEU;BOG;45;24904;482044314
DEU;BOG;84;380608;736708651
DEU;BOG;49;283836;5493958
DEU;BOG;17;793405;1531961912
DEU;BOG;1;676;1308472
DEU;BOG;2;81702;157755941
DEU;BOG;57;3353533;6492205141
DEU;BOG;7540;27984;540849566
DEU;BOG;1665;3330;64479789
DEU;BOG;57;1463;28328508
DEU;BOG;36;1008;19518206
DEU;BOG;486;2739;530360787
DEU;BOG;2109;6786;131399354
DEU;BOG;7257;35046;678606212
DEU;BOG;26;130;2517229
DEU;BOG;124;403;78034099
DEU;BOG;3962;1432;277282456
DEU;BOG;150;1410;27302253
DEU;BOG;16065;7112;1377117896
DEU;BOG;28;126;24397758
DEU;BOG;25;98;18976034
DEU;BOG;136;332;6428616
DEU;BOG;50;174;33692142
DEU;BOG;14760;25056;486474509
DEU;BOG;1222;885369;171116152
DEU;BOG;601;168586;325827848
DEU;BOG;60;60949;117796742
DEU;BOG;123;8122031;15747847064
DEU;BOG;5;18145;351347079
DEU;BOG;6;796174;1544784565
DEU;BOG;57;710;13690369
DEU;BOG;13;130;2517229
DEU;BOG;1;287508;556595362
DEU;BOG;20840;33344;647210374
DEU;BOG;26440;42304;82112487
DEU;BOG;7320;3150;6090588
DEU;BOG;19220;1900;3653244
DEU;BOG;1;25933;503997482
DEU;BOG;200;56;10843448
DEU;BOG;216;1872;35994067
DEU;BOG;8800;1198;23196817
DEU;BOG;320;512;991401
DEU;BOG;20320;33248;638767226
DEU;BOG;71500;110882;2139286967
DEU;BOG;102020;170192;3295478754
DEU;BOG;5500;885;171365205
DEU;BOG;17250;29945;578199022
DEU;BOG;5925;1777;344007653
DEU;BOG;8700;380125;734671389
DEU;BOG;6300;939;182260839
DEU;BOG;144160;209812;4067134244
DEU;BOG;33320;5920;114416432
DEU;BOG;25200;4716;913083624
DEU;BOG;4680;14616;282215959
DEU;BOG;22530;84661;1636251613
DEU;BOG;4660;701;135688701
DEU;BOG;75160;122468;2369637824
DEU;BOG;16740;26082;504806312
DEU;BOG;449580;77505;14965207935
DEU;BOG;71820;129276;2499577315
DEU;BOG;11850;31995;619087253
DEU;BOG;229;6679;12842114
DEU;BOG;252;10059;19341043
DEU;BOG;11;88;169203
DEU;BOG;1;786475;1521168486
DEU;BOG;1750;270;5228091
DEU;BOG;320634;265526294;51368571331
DEU;BOG;116225;92055;179102208
DEU;BOG;18;70;136192
DEU;BOG;49910;124232;240029175
DEU;BOG;11;149792;289228879
ABW;BOG;58;404764;783198102
ABW;BOG;135;45259;875739021
ABW;BOG;54;157465;304686902
ABW;BOG;73;43713;84642793
ABW;BOG;43;18688;36186135
ABW;BOG;43;12438;24084073
ABW;BOG;43;18657;36126109
ABW;BOG;23;9942;19250993
ABW;BOG;15;8719;16882861
ABW;BOG;37;9344;18093068
ABW;BOG;37;8094;15672655
ABW;BOG;225;1380027;2672187681
ABW;BOG;37;6219;12042036
ABW;BOG;37;110;2129963
ABW;BOG;37;6219;12042036
ABW;BOG;37;24353;47155444
ABW;BOG;37;2053;39752855
ABW;BOG;18;102567;198603559
ABW;BOG;5;31094;60208245
ABW;BOG;37;25867;50087048
ABW;BOG;5;25219;48832306
ABW;BOG;37;13063;25294279
ABW;BOG;1;8794;17028086
ABW;BOG;4;14404;27890897
ABW;BOG;3120;574;111370924
ABW;BOG;33946;58471;113272962
ABW;BOG;6794;8256;15984194
ABW;BOG;1281;3442;6663952
ABW;BOG;8464;15296;29614126
ABW;BOG;3416;3441;665721
ABW;BOG;1828;5933;11536272
ABW;BOG;1544;2672;519525
ABW;BOG;1209;2875;5554155
ABW;BOG;9003;19566;37952484
ABW;BOG;46379;133006;258093541
ABW;BOG;8119;2295;44400753
ABW;BOG;19887;59142;114779906
ABW;BOG;2861;6967;13512812
ABW;BOG;2834;6945;13471161
ABW;BOG;39221;72502;140264623
ABW;BOG;10758;47322;91834387
ABW;BOG;7908;27802;5388789
ABW;BOG;11549;29313;56801964
ABW;BOG;17668;44814;86764601
ABW;BOG;2067;6187;12006463
ABW;BOG;9406;9768;18912822
ABW;BOG;12;1224;23515733
ABW;BOG;133;32994;63388733
ABW;BOG;47;1512;29048846
ABW;BOG;500;4450;86148885
ABW;BOG;2275;110125;2128924805
ABW;BOG;1570;23864;461415213
ABW;BOG;540;3600;6951132
ABW;BOG;66;20385;391954626
ABW;BOG;66;5247;100887217
ABW;BOG;66;27334;525567218
ABW;BOG;93;23735;456367086
ABW;BOG;122;3292;632972592
ABW;BOG;144;6048;116195386
ABW;BOG;162;43199;830613092
ABW;BOG;60;2736;526067136
ABW;BOG;61851;164247;318633224
ABW;BOG;119268;365688;71008448
ABW;BOG;3906;34233;66520313
ABW;BOG;22753;32926;6374006
ABW;BOG;61324;95264;185115486
ABW;BOG;4189;5908;11443095
ABW;BOG;286678;496196;962952465
ABW;BOG;1136;2083;4024106
ABW;BOG;19725;76241;147921195
ABW;BOG;1908;3423;6641892
ABW;BOG;20605;53244;103329751
ABW;BOG;33164;96709;187644767
ABW;BOG;4302;7648;14775018
ABW;BOG;14;4205;8170303
ABW;BOG;55834;155249;301218955
ABW;BOG;497;473;9137792
ABW;BOG;91;747;14499345
ABW;BOG;1162;4003;7769863
ABW;BOG;285;1425;27659393
ABW;BOG;90;1575;30570908
ABW;BOG;1095;400;776404
ABW;BOG;580;748;14380749
ABW;BOG;1382;1100;2114816
ABW;BOG;387;210;4037376
ABW;BOG;2211;1340;25762304
ABW;BOG;155;1673;323881089
ABW;BOG;500;53765;1040852765
ABW;BOG;3;157;30394101
ABW;BOG;1011;528;102485328
ABW;BOG;198;28638;55586644
ABW;BOG;31;1481;286770473
ABW;BOG;16;386;74742338
ABW;BOG;53;186;36015738
ABW;BOG;60;228;44255028
ABW;BOG;760;319196;619562628
ABW;BOG;11;1208;233860344
ABW;BOG;29;1512;29348071
ABW;BOG;76;5069;987684512
ABW;BOG;5;56317;108197347
ABW;BOG;2;24529;47125605
ABW;BOG;324;1296;2491897
ABW;BOG;10;10000;19318800
ABW;BOG;18500;7680;149069568
ABW;BOG;3800;714;138588114
ABW;BOG;2300;552;107143752
ABW;BOG;1780;4275;82978178
ABW;BOG;3700;1228;238356028
ABW;BOG;3800;672;130435872
ABW;BOG;900;284;55124684
ABW;BOG;12075;2447;474965147
ABW;BOG;215;1676;325313276
ABW;BOG;11541;261087;505446156
ABW;BOG;2669;576032;111515763
ABW;BOG;31855;399384;773179467
ABW;BOG;19014;584712;1131961502
ABW;BOG;7285;208272;403200013
ABW;BOG;150;90;1742337
ABW;BOG;59;3;580779
ABW;BOG;162;283;5478682
ABW;BOG;89;7;1355151
ABW;BOG;1668;13912186;26890542984
ABW;BOG;3722;3112519;602120693
ABW;BOG;2297;174;33456024
ABW;BOG;2270;32685;628454106
ABW;BOG;200;32;6152832
ABW;BOG;35;35;672966
ATG;BOG;58;1653;317577666
ATG;BOG;8;640;12295808
ATG;BOG;4;360;6916392
ATG;BOG;45;90;1729098
ATG;BOG;16;10856;210164561
ATG;BOG;48;76212;147541097
ATG;BOG;12;696;13474073
ATG;BOG;19;114816;222275739
ATG;BOG;4;11488;22239964
ATG;BOG;33;154616;299325753
ATG;BOG;1;100;193593
ANT;BOG;2800;434;83879614
ANT;BOG;1000;240;4638504
ANT;BOG;756;21168;40911605
ANT;BOG;860;1692;32701453
ANT;BOG;26925;404335;780709847
ANT;BOG;226;690368;1327411976
ANT;BOG;46;94224;182430855
ANT;BOG;26;8879;171909871
ANT;BOG;8700;1494;289986894
ANT;BOG;3200;646;125045278
ANT;BOG;1900;240;4658424
ANT;BOG;825;170;3290817
ANT;BOG;500;11109;21505802
ANT;BOG;800;3035;58746534
ANT;BOG;125;24;4646136
ANT;BOG;875;1323;25608549
ANT;BOG;1400;3225;62597573
ANT;BOG;2175;53576;103707722
ANT;BOG;54;20871;40359134
ANT;BOG;15725;34339;66495148
ANT;BOG;56713;201997;391167229
ANT;BOG;9289;305443;591721717
ANT;BOG;2417;50353;97564451
ANT;BOG;644;27412;53009383
ANT;BOG;441;12732;2461818
ANT;BOG;442;3963;7683822
ANT;BOG;1100;51872;100275864
ANT;BOG;180;3228;6236109
ANT;BOG;300;10945;2117581
ANT;BOG;3319;9684;18715577
ANT;BOG;6259;210024;407035119
ANT;BOG;2019;154;29750952
ANT;BOG;7658;35517;6885283
ANT;BOG;15181;22295;43258097
ANT;BOG;155538;229003;442406316
ANT;BOG;1333;24463;47452462
ANT;BOG;1046721;980386;1895739443
ANT;BOG;16193;73754;142573183
ANT;BOG;1214;7468;14464077
ANT;BOG;15107;71536;138719835
ANT;BOG;189882;375908;726414843
ANT;BOG;26403;43801;84959484
ANT;BOG;1725;2453;4759458
ANT;BOG;2272;8852;17175182
ANT;BOG;84958;90623;1753643852
ANT;BOG;6816;15084;29266882
ANT;BOG;24596;4208;81534159
ANT;BOG;70708;177978;344755682
ANT;BOG;19446;1855;35991823
ANT;BOG;14766;32682;63348375
ANT;BOG;31988;73901;143034655
ANT;BOG;6869;21072;408454366
ANT;BOG;25;765;14842989
ANT;BOG;18826;54474;105505257
ANT;BOG;1717;4157;8030825
ANT;BOG;945;2301;4445256
ANT;BOG;4544;8696;16853227
ANT;BOG;6178;17456;33869179
ANT;BOG;24499;48548;94178757
ANT;BOG;8705;46781;90600533
ANT;BOG;9147;3622;70161947
ANT;BOG;14778;38214;74103389
ANT;BOG;62518;172216;333905355
ANT;BOG;6245;28828;55831769
ANT;BOG;4508;10266;19918709
ANT;BOG;193;265;5136359
ANT;BOG;18473;89903;174153015
ANT;BOG;22184;68999;133593484
ANT;BOG;1376;560;10883376
ANT;BOG;216666;13443;2612593278
ANT;BOG;10200;4182;809605926
ANT;BOG;108;5058;9771449
ANT;BOG;29154;70568;136543545
ANT;BOG;73156;243726;472601979
ANT;BOG;871;4373;8520703
ANT;BOG;43884;53749;10421583
ANT;BOG;225431;350378;678459359
ANT;BOG;8257;13039;25343829
ANT;BOG;73301;761104;1473524262
ANT;BOG;3524;354;686852
ANT;BOG;1272;356;6904584
ANT;BOG;1653;9471;1833085
ANT;BOG;25344;94709;183400456
ANT;BOG;27941;24215;46972996
ANT;BOG;19152;91493;177444424
ANT;BOG;177331;282804;548596453
ANT;BOG;36692;157918;305220308
ANT;BOG;799;4813;9330379
ANT;BOG;44851;174541;338283639
ANT;BOG;11664;867;168933216
ANT;BOG;497;473;917743
ANT;BOG;19306;60276;11744658
ANT;BOG;9150;1647;318882258
ANT;BOG;13000;5200;10067928
ANT;BOG;1200;166;32069208
ANT;BOG;198;174;33614712
ANT;BOG;41;45;869346
ANT;BOG;101;170;3284196
ANT;BOG;216;302;58342776
ANT;BOG;11900;2716;525787724
ANT;BOG;16600;4056;78321108
ANT;BOG;31200;3936;759884613
ANT;BOG;6050;484;94063464
ANT;BOG;180;1764;34282634
ANT;BOG;4875;111075;21586982
ANT;BOG;3200;960;18657216
ANT;BOG;1400;252;48975192
ANT;BOG;10330;33823;657336476
ANT;BOG;392;24765;481297869
ANT;BOG;870;5656;10939609
ANT;BOG;450;90;1740744
ANT;BOG;200;56;10831296
ANT;BOG;360;936;18103738
ANT;BOG;170;714;13809902
ANT;BOG;350;30;580248
ANT;BOG;175;76;1469962
ANT;BOG;13;798;15434597
SAU;BOG;11100;304844;586141849
SAU;BOG;9925;336041;648851486
SAU;BOG;3500;560;10766336
SAU;BOG;16000;1120;21532672
SAU;BOG;26600;4980;96624948
SAU;BOG;8000;7788;1496246136
SAU;BOG;2450;972;188000352
SAU;BOG;72930;123014;2377503879
SAU;BOG;39400;3265;631029815
SAU;BOG;4250;1735;33532519
SAU;BOG;3000;4416;85823194
SAU;BOG;21433;7182;138968109
ARG;BOG;85218;16873164;32659864971
ARG;BOG;8386;3645936;7046351574
ARG;BOG;240000;221585;4306415841
ARG;BOG;17545;2036859;3942564649
ARG;BOG;180;555014;1071659882
ARG;BOG;1543;38448;742380898
ARG;BOG;480000;218865;4253553729
ARG;BOG;320;1706;329578728
ARG;BOG;55;412;79593456
ARG;BOG;1818226;749119;1446451404
ARG;BOG;40;40;774456
ARG;BOG;60;60;1161684
ARG;BOG;98;514394;993747481
ARG;BOG;20;391419;757744128
ARG;BOG;20;269204;521149332
ARG;BOG;6;214642;415523301
ARG;BOG;1;1270396;2452969525
ARG;BOG;4260;217536;420253448
ARG;BOG;13018;26036;500609794
ARG;BOG;3024;77717;150485759
ARG;BOG;25;1078275;2082008849
ARG;BOG;2;23026;443354117
ARG;BOG;6;7957003;1540420082
ARG;BOG;30;4000;7793920
ARG;BOG;1;720296;1392123282
ARG;BOG;40850;159895;3092625132
ARG;BOG;2;462082;898037884
ARG;BOG;40850;8170;158162213
ARG;BOG;1;500;965435
ARG;BOG;2;200;388052
ARG;BOG;2;17812;34392656
ARG;BOG;1;56625;109335514
ARG;BOG;246;157939;305822024
ARG;BOG;1;231046;447381301
ARG;BOG;430;9289;178605176
ARG;BOG;50;15369;29869037
ARG;BOG;1348;263292;510670865
ARG;BOG;64464;53616695;10360556945
ARG;BOG;36233;29521134;56756151383
ARG;BOG;114187;95232563;18383995041
AUS;BOG;43;8058;156604007
AUS;BOG;43;16116;31320801
AUS;BOG;25;75525;146779817
AUS;BOG;15;2058;39996407
AUS;BOG;48000;11820;227088204
AUS;BOG;42;60435;116938703
AUS;BOG;15;45315;87682259
AUS;BOG;48;273972;531576913
AUS;BOG;48;24174;46903845
AUS;BOG;72;128304;248943119
AUS;BOG;154;214326;415848165
AUS;BOG;109;342548;664632182
AUS;BOG;6;420;8132586
AUS;BOG;20;1530;29625849
AUS;BOG;21;170;3291761
AUS;BOG;3;285;55185405
AUS;BOG;10;556;107659948
AUS;BOG;12;28;5421724
AUS;BOG;4;200;387266
AUS;BOG;9;252;48795516
AUS;BOG;2;110;2129963
AUS;BOG;404;37372;7219821936
AUS;BOG;6750;2100;4060392
AUS;BOG;15500;2295;44434413
AUS;BOG;8200;1804;348807008
AUS;BOG;1850;623;120547385
AUS;BOG;16333;1085;209499395
AUS;BOG;16200;2754;531761598
AUS;BOG;22800;4104;792429048
AUS;BOG;24850;2982;578585532
AUS;BOG;2136;72048;139791852
AUS;BOG;16864;58201;1129250723
AUS;BOG;38400;11520;223019136
AUS;BOG;21833;769776;1490232452
AUS;BOG;31080;49728;962803699
AUS;BOG;35280;74088;1432506298
AUS;BOG;2800;840;16234764
AUS;BOG;3;3408;6598365
AUS;BOG;16;952;184320528
AUS;BOG;88;5652;1094306328
AUS;BOG;2;2442;469161924
AUS;BOG;1;167129;323585142
AUS;BOG;12;546345;1050381043
AUS;BOG;58750;25407;4917804327
AUS;BOG;5109;2112;408952896
AUS;BOG;468;204888;395612093
AUS;BOG;20;9403;181952875
AUS;BOG;1040;2361025;4568080631
AUS;BOG;1159;568006;1098935371
AUS;BOG;1;65;12581465
AUS;BOG;89;59812;115791845
AUS;BOG;150;12752;2467247227
AUS;BOG;411;816799;1579876034
AUS;BOG;200;320;6193952
AUS;BOG;40;58;11226538
AUS;BOG;200;718;138976798
AUS;BOG;80;116;22453076
AUS;BOG;360;665;128718065
AUS;BOG;42;667;129105187
AUS;BOG;2;52;10065172
AUS;BOG;4;88;17033368
AUS;BOG;828;127463;2467186576
AUS;BOG;26;5238;101387252
AUS;BOG;3;135;26130735
AUS;BOG;4;184;35615224
AUS;BOG;2;78;15097758
AUS;BOG;2;30;580683
AUS;BOG;2;100;193561
AUS;BOG;14;162;31356882
AUS;BOG;18;210;4064781
AUS;BOG;2;49;9484489
AUS;BOG;1;41;7936001
AUS;BOG;4;38716;747946661
AUS;BOG;2;2281344;441652229
AUS;BOG;4000;1200;2332152
AUS;BOG;1333;3982;77388577
AUS;BOG;2100;7584;147392006
AUS;BOG;6900;912;177243552
AUS;BOG;675;250;485865
AUS;BOG;4;1148;22220803
AUS;BOG;25;4532;8772185
AUS;BOG;231;122468;236425833
AUS;BOG;18400;4600;8905094
AUS;BOG;30175;1176975;2281538634
AUS;BOG;9400;11744;225628077
AUS;BOG;11880;10602;2038510152
AUS;BOG;7500;1350;2593647
AUS;BOG;5400;1512;292712616
AUS;BOG;14800;2664;511813008
AUS;BOG;6660;202198;391483636
AUS;BOG;5600;1568;30340016
AUS;BOG;19584;4896;947811744
AUS;BOG;2400;6624;12873479
AUS;BOG;7280;1944;373784544
AUS;BOG;61600;9814;1886996664
AUS;BOG;6720;98918;192243176
AUS;BOG;116760;1909308;367114105
AUS;BOG;17666;299903;582849484
AUS;BOG;8700;256128;497774523
AUS;BOG;6600;1188;228423888
AUS;BOG;870;87;1672627
AUS;BOG;49766;931712;1803924872
AUS;BOG;64200;13986;2704221072
AUS;BOG;750;180;3485052
AUS;BOG;300;3;58084
AUS;BOG;26500;89516;1736843142
AUS;BOG;18405;8152;1575545192
AUS;BOG;104722;3545312;6863458598
AUS;BOG;32600;9768;1888662336
AUS;BOG;19200;3648;706303872
AUS;BOG;18360;21608;41722239
AUS;BOG;80820;20205;3911465745
AUS;BOG;37600;13756;2669021656
AUS;BOG;16300;7043;1361207653
AUS;BOG;83700;34165;660026802
AUT;BOG;7340;18374;353251174
AUT;BOG;48;9148;1770952172
AUT;BOG;85;79703;15429624067
AUT;BOG;6300;756;146174112
AUT;BOG;26320;31584;610682957
AUT;BOG;4;6000;11552700
AUT;BOG;5500;37275;72095814
AUT;BOG;19650;29475;570615368
AUT;BOG;113280;15800;30587694
AUT;BOG;24750;3708;719726508
AUT;BOG;121000;16678;3237216478
BHS;BOG;114;3630;70272807
BHS;BOG;37;282152;545083806
BHS;BOG;113;61603;1190096036
BHS;BOG;260;2868;554063184
BHS;BOG;38;442468;85479508
BHS;BOG;151;326105;629995727
BHS;BOG;16;1280;24728064
BHS;BOG;8;2112;40801306
BHS;BOG;46;156;30137328
BHS;BOG;14;100605;194764238
BHS;BOG;58;7459;144401019
BHS;BOG;79;41553;80443699
BHS;BOG;43;352182;681799699
BHS;BOG;86;61935;119901825
BHS;BOG;100;1780;34453858
BHR;BOG;12725;30464;585749606
BHR;BOG;29425;4776;924791208
BHR;BOG;4584;31395;606580622
BHR;BOG;2500;500;967805
BHR;BOG;1500;180;3484098
BHR;BOG;3766;55864;108130917
BHR;BOG;625;2025;39196103
BHR;BOG;1425;132;25550052
BHR;BOG;4050;810;15654951
BHR;BOG;7000;840;16234764
BHR;BOG;6575;8192;158327603
BHR;BOG;14400;3168;612539136
BHR;BOG;1200;132;25522464
BHR;BOG;8825;1764;341568612
BHR;BOG;16838;18947;368227366
BRB;BOG;12;422;81140472
BRB;BOG;16;605;11632698
BRB;BOG;2;190;3653244
BRB;BOG;1;98;18843048
BRB;BOG;2;440;8460144
BRB;BOG;2;2804;54255998
BRB;BOG;41;23456;45386187
BRB;BOG;2;12094;23401285
BRB;BOG;10;30598;592056
BRB;BOG;3;19269;37284552
BRB;BOG;14;6412;12406899
BRB;BOG;14;3887;7521151
BRB;BOG;2;18538;35870103
BRB;BOG;72;498341;964264918
BRB;BOG;2;9236;17871198
BRB;BOG;14;13389;25907046
BRB;BOG;18;61762;119506382
BRB;BOG;14;12492;24171395
BRB;BOG;6;36944;71484793
BRB;BOG;7;48042;92958868
BRB;BOG;18;46912;90772375
BRB;BOG;14;711;13757495
BRB;BOG;5;3163;61202469
BRB;BOG;3;22061;42686932
BRB;BOG;8;3681;7122551
BRB;BOG;2;11363;21986837
BRB;BOG;12095;9928479;19242623335
BRB;BOG;52128;3844486;7430276537
BRB;BOG;14437;1627971;3146395831
BRB;BOG;174;101917;1959415475
BRB;BOG;302;40492;778482995
BRB;BOG;93;193671;372344118
BRB;BOG;12;65232;126263712
BRB;BOG;100;303488;587434408
BRB;BOG;620;10066;19352489
BRB;BOG;14;5131;9916735
BRB;BOG;168;118272;228928466
BEL;BOG;41;128;2476736
BEL;BOG;41;63;12190185
BEL;BOG;50;507;98101965
BEL;BOG;40;58;1122271
BEL;BOG;42;502;9713449
BEL;BOG;2;44;851378
BEL;BOG;362;52045;1007044728
BEL;BOG;3;142;2747629
BEL;BOG;1;39;7546305
BEL;BOG;1;50;967475
BEL;BOG;93;102171;198314933
BEL;BOG;42;1757;34103546
BEL;BOG;82;22644;43952231
BEL;BOG;34;42297;820989
BEL;BOG;451;1115964;2166097285
BEL;BOG;26;2477;48078818
BEL;BOG;120;694;134002378
BEL;BOG;16385;1251475;2416435533
BEL;BOG;168;792;1529249
BEL;BOG;135;68;13129916
BEL;BOG;17214;10760;207761612
BEL;BOG;120;1450;27997615
BEL;BOG;10296;9200;17764004
BEL;BOG;31;1635;31569725
BEL;BOG;5;4625444;8892693617
BEL;BOG;1;150;291519
BEL;BOG;1;150;289782
BEL;BOG;1;150;289782
BEL;BOG;1;150;291519
BEL;BOG;1;150;291519
BEL;BOG;10396;631716;1225693286
BEL;BOG;48700;81848;1584258073
BEL;BOG;5;5034;978337764
BEL;BOG;2;186072;3577717987
BEL;BOG;1380;29953;57957557
BEL;BOG;216;1296;2491897
BEL;BOG;300;36;693162
BEL;BOG;720;1152;22181184
BEL;BOG;125;40;769104
BEL;BOG;1;150;289782
BLZ;BOG;1;4810;93326506
BLZ;BOG;184;33000;63779430
BLZ;BOG;1711;774;149591754
BLZ;BOG;1931;12315;238013237
BLZ;BOG;10;1345;26005844
BLZ;BOG;4984;368855;71318852
BLZ;BOG;13344;66292;1273615162
BLZ;BOG;1;106;20495312
BLZ;BOG;474;227;43890904
BLR;BOG;11700;17308;335139996
BLR;BOG;38600;7146;1388796516
BLR;BOG;11700;2262;436762794
BLR;BOG;61900;3026637;5860291065
BLR;BOG;6650;110124;213215481
BLR;BOG;31150;505512;979394006
BLR;BOG;333;6293;12184129
BLR;BOG;500;1518;29390605
BLR;BOG;5850;27375;529692563
BLR;BOG;8750;39375;765237375
BLR;BOG;50150;830725;1604021981
BLR;BOG;13833;2157;418514082
BLR;BOG;4166;588;113058288
BOL;BOG;500;350;680960
BOL;BOG;760;5912;115023872
BOL;BOG;850;731;14222336
BOL;BOG;6197;3068;59691008
BOL;BOG;40;75;1455195
BOL;BOG;1;225;4365585
BOL;BOG;1;126;2444728
BOL;BOG;53;84635;164213906
BOL;BOG;2;25;485065
BOL;BOG;7;200;388052
BOL;BOG;1;595;11544547
BOL;BOG;1;225;4365585
BOL;BOG;16;5769;111933599
BOL;BOG;1;595;11544547
BOL;BOG;2;18;3492468
BOL;BOG;4;80;1552208
BOL;BOG;41;35;679091
BOL;BOG;4;126;24447276
BOL;BOG;2;50;97013
BOL;BOG;1;3640;70625464
BOL;BOG;129118;14214941;2739645865
BOL;BOG;300;3000;5763660
BOL;BOG;5767;168678;324293576
BOL;BOG;1435;2963372;5724879099
BOL;BOG;22;110;2125068
BOL;BOG;897615;3174336;6135070931
BOL;BOG;102000;1432244;27535750246
BOL;BOG;1082;284067;5487833561
BOL;BOG;2266;2191291;4242185985
BOL;BOG;70000;8305;1607524105
BOL;BOG;120000;1380;26534088
BOL;BOG;6;13656;26439928
BOL;BOG;7;14875;28800083
BOL;BOG;11;17778;34420697
BOL;BOG;107;240722;466071493
BOL;BOG;194;3578;691658053
BOL;BOG;1650;41789;813046784
BOL;BOG;28;344624;667240311
BOL;BOG;10;23998;463811746
BOL;BOG;665;367644;71024409
BOL;BOG;430;68725;13371136
BOL;BOG;10;14820;28833792
BOL;BOG;108915;4219392;8221400924
BOL;BOG;4627;72904;1411662023
BOL;BOG;780;639;124030539
BOL;BOG;157;5965;115236642
BOL;BOG;3900;21000;40569480
BOL;BOG;300;1245;23919189
BOL;BOG;400;4588;886346544
BOL;BOG;10;30;58368
BOL;BOG;25;49525;9612852
BOL;BOG;27750;427584;825401567
BOL;BOG;660;1716;329911296
BOL;BOG;80000;920;17689392
BOL;BOG;420;1425;275411175
BOL;BOG;405;159844;3070954897
BOL;BOG;6;18642;35815383
BOL;BOG;3;246018;472654702
BOL;BOG;3;109761;210875028
BOL;BOG;1;2;38912
BOL;BOG;11;288;5576083
BOL;BOG;10;20;38509
BOL;BOG;10;20;38509
BOL;BOG;10;20;38509
BOL;BOG;181;1810;34774082
BOL;BOG;100;32;6147904
BOL;BOG;93;42;8069124
BOL;BOG;54;115;2209403
BOL;BOG;6;98;18827956
BOL;BOG;91;59;11335198
BOL;BOG;1;5045063;9792517734
BOL;BOG;220;9009;1747980234
BOL;BOG;12;2550;49366215
BOL;BOG;170000;19875;38214855
BOL;BOG;4;39420;757951992
BOL;BOG;30;22950;44127342
BOL;BOG;45901;12441;2392105716
BOL;BOG;18;4485;86900584
BOL;BOG;88;28451;550287861
BOL;BOG;96;19194;37124267
BOL;BOG;19;15022;291578522
BOL;BOG;7;3464;66999302
BOL;BOG;593;160117;3096918967
BOL;BOG;56701;155532;300555632
BOL;BOG;116;22518;435534149
BOL;BOG;83499;35156;6795518795
