COD_PAI4,COD_SAL1,COD_SAL,CANTI,FOBDOL,FOBPES
DEU,3,BOG,167,63237,121212682
DEU,3,BOG,29,5000,9663850
DEU,3,BOG,12520,19992,386329406
DEU,3,BOG,30880,49408,954770074
DEU,3,BOG,13,1577361,3034913613
DEU,3,BOG,12600,2142,41303115
DEU,3,BOG,14000,2240,43208704
DEU,3,BOG,41920,71744,138340368
DEU,3,BOG,121920,195088,376271872
DEU,3,BOG,96,304,58364656
DEU,3,BOG,76,576,110585664
DEU,3,BOG,125,50,959945
DEU,3,BOG,118,754,144759706
DEU,3,BOG,32,1312,25188957
DEU,3,BOG,398,330,6335637
DEU,3,BOG,10479,3211,618796633
DEU,3,BOG,5,178,3417404
DEU,3,BOG,25,88,1689503
DEU,3,BOG,141,4926,930600216
DEU,3,BOG,41,331,62531196
DEU,3,BOG,10600,1802,345149674
DEU,3,BOG,269867,1136454,2191367426
DEU,3,BOG,43266,333942,645185962
DEU,3,BOG,3733,33574,64762903
DEU,3,BOG,20735,3500,6654270
DEU,3,BOG,3200,756175,1461247694
DEU,3,BOG,36585,654968,1260651224
DEU,3,BOG,3,3642,69757775
DEU,3,BOG,2540,1323196,2499728955
DEU,3,BOG,333,1094059,2095527787
DEU,3,BOG,120,4430,85365657
DEU,3,BOG,81,91793,175817558
DEU,3,BOG,70,300,578097
DEU,3,BOG,70,273287,523445721
DEU,3,BOG,47,225873,432630368
DEU,3,BOG,750,8330,160497442
DEU,3,BOG,5905,2794172,5351873223
DEU,3,BOG,2667,500,963495
DEU,3,BOG,2259,1965198,3735327715
DEU,3,BOG,52,40683,77922998
DEU,3,BOG,2470,9917,191599415
DEU,3,BOG,5772,2500,4816850
DEU,3,BOG,1,300,575760
DEU,3,BOG,229,100,192487
DEU,3,BOG,2,134,25726526
DEU,3,BOG,178908,123602,2368269685
DEU,3,BOG,17860,264939,509528035
DEU,3,BOG,1,13489,25836426
DEU,3,BOG,105000,22296,4308523632
DEU,3,BOG,154200,32337,6248866554
DEU,3,BOG,1,153292,295720196
DEU,3,BOG,915,32002,615937935
DEU,3,BOG,884,30386,582447232
DEU,3,BOG,12116,2780,534824488
DEU,3,BOG,515,2657,511158415
DEU,3,BOG,206,80472,155222627
DEU,3,BOG,13,35500,68046400
DEU,3,BOG,10950,5256,1014008544
DEU,3,BOG,6000,951,183376575
DEU,3,BOG,6400,1113,214311096
DEU,3,BOG,57680,89952,173449944
DEU,3,BOG,85400,14852,2859779724
DEU,3,BOG,15300,26775,516288938
DEU,3,BOG,40640,7112,13713714
DEU,3,BOG,8338,125725,242518496
DEU,3,BOG,1938,1478729,2849126313
DEU,3,BOG,50,3555175,6871335585
DEU,3,BOG,150,353889,681852092
DEU,3,BOG,1000,972,187279128
DEU,3,BOG,1000,20115,387563751
DEU,3,BOG,150,54,10347588
DEU,3,BOG,300,48,9197856
DEU,3,BOG,300,51,9772722
DEU,3,BOG,90,320,6184864
DEU,3,BOG,13,182,35110166
DEU,3,BOG,60,360,6944868
DEU,3,BOG,203,2030,39161339
DEU,3,BOG,9880,3868,746121728
DEU,3,BOG,2700,432,82939248
DEU,3,BOG,27520,49584,949717061
DEU,3,BOG,23580,37764,72502726
DEU,3,BOG,980,64862,124850918
DEU,3,BOG,1671,5061,974176707
DEU,3,BOG,375,967,18613493
DEU,3,BOG,48,1008,1940269
DEU,3,BOG,6468,4356,838473372
DEU,3,BOG,1206,3988,76763816
DEU,3,BOG,113375,61765,1188895956
DEU,3,BOG,16,773,14879245
DEU,3,BOG,32,104,20018648
DEU,3,BOG,4496,16902,325341527
DEU,3,BOG,3108,26455,509224359
DEU,3,BOG,159705,9697,1866546439
DEU,3,BOG,18,81,15591447
DEU,3,BOG,10,392,754549
DEU,3,BOG,35,1218,23444917
DEU,3,BOG,3640,5824,111551149
DEU,3,BOG,1,1400,2683520
DEU,3,BOG,200,32,6166368
DEU,3,BOG,3,324,624753
DEU,3,BOG,1,108,208251
DEU,3,BOG,11,945,1822196
DEU,3,BOG,410,103346,1984129519
DEU,3,BOG,188,311,599686
DEU,3,BOG,2,27,520628
DEU,3,BOG,1,135,260314
DEU,3,BOG,50,2106,4060895
DEU,3,BOG,59,8829,17024519
DEU,3,BOG,2,54,104126
DEU,3,BOG,2,95333,1827342944
DEU,3,BOG,1,94423,1821381901
DEU,3,BOG,8050,1288,247281832
DEU,3,BOG,1,201579,389605844
DEU,3,BOG,2340,3852,74243078
DEU,3,BOG,19220,33318,642202714
DEU,3,BOG,64708,377366,717455787
DEU,3,BOG,30,7358,141418525
DEU,3,BOG,16640,29152,558368662
DEU,3,BOG,4160,2992,57648061
DEU,3,BOG,1000,360,6944868
DEU,3,BOG,5500,1852,355563628
DEU,3,BOG,300,3,5769
DEU,3,BOG,300,1,1923
DEU,3,BOG,250,2,3846
DEU,3,BOG,1,600,1159662
DEU,3,BOG,4450,193925,373643055
DEU,3,BOG,3700,16205,312472913
DEU,3,BOG,6800,31525,605245323
DEU,3,BOG,15400,2844,544731228
DEU,3,BOG,3000,33000,63632250
DEU,3,BOG,24,3787,730561531
DEU,3,BOG,1500,255,4817358
DEU,3,BOG,16800,6562,1261997278
DEU,3,BOG,288,2376,45694994
DEU,3,BOG,1200,204,39356496
DEU,3,BOG,24840,37314,715086252
DEU,3,BOG,26000,8826,1695038726
DEU,3,BOG,800,29625,57258311
DEU,3,BOG,37800,59355,1147195634
DEU,3,BOG,1488,7440,143349456
DEU,3,BOG,2375,8265,159245061
DEU,3,BOG,1296,40384,778094682
DEU,3,BOG,250,840,16184616
DEU,3,BOG,75852,298552,5752320805
DEU,3,BOG,1276,546766,1053475923
DEU,3,BOG,134,183895,352226966
DEU,3,BOG,87729,656534,1260473062
DEU,3,BOG,77500,625374,1197822598
ABW,3,BOG,16,56748,107890433
ABW,3,BOG,19415,491625,945056133
ABW,3,BOG,1100,168,3230094
ABW,3,BOG,7600,1941,373014996
ABW,3,BOG,216,9276,178089
ABW,3,BOG,216,8575,16516046
ABW,3,BOG,8114,24035,46144556
ABW,3,BOG,58765,176932,34074401
ABW,3,BOG,2457,9817,18900995
ABW,3,BOG,44572,153905,29548067
ABW,3,BOG,80544,257681,496268007
ABW,3,BOG,2604,24443,47008533
ABW,3,BOG,403,12462,23925669
ABW,3,BOG,25,344,660442
ABW,3,BOG,117,1681,3227335
ABW,3,BOG,20,223,428135
ABW,3,BOG,212,7446,14295501
ABW,3,BOG,436,14403,27652176
ABW,3,BOG,902,2396,4600056
ABW,3,BOG,29742,42285,81353144
ABW,3,BOG,918,362,6950002
ABW,3,BOG,57471,90791,174863342
ABW,3,BOG,7011,1298,24920172
ABW,3,BOG,4124,5887,11332268
ABW,3,BOG,1139,12295,23605048
ABW,3,BOG,145911,317512,611573681
ABW,3,BOG,2166,2433,4671092
ABW,3,BOG,1136,2184,421322
ABW,3,BOG,3709,1392,26724869
ABW,3,BOG,13991,56504,108817937
ABW,3,BOG,98,4613,8856453
ABW,3,BOG,1272,2393,4609084
ABW,3,BOG,2255,100,191989
ABW,3,BOG,18416,27936,53634047
ABW,3,BOG,13982,38153,73467948
ABW,3,BOG,666,321,6162847
ABW,3,BOG,3669,7136,13700335
ABW,3,BOG,21387,66488,128063847
ABW,3,BOG,4221,7648,14708557
ABW,3,BOG,1129,1147,2205899
ABW,3,BOG,1828,6202,11906408
ABW,3,BOG,1544,2996,5769641
ABW,3,BOG,1227,2875,5529171
ABW,3,BOG,1136,2451,470565
ABW,3,BOG,9222,21203,40767828
ABW,3,BOG,3413,12543,2408118
ABW,3,BOG,52832,15797,303807645
ABW,3,BOG,2453,765,14712404
ABW,3,BOG,51,1069,2052362
ABW,3,BOG,16827,51682,9938695
ABW,3,BOG,2288,5854,1126087
ABW,3,BOG,3307,8497,16330077
ABW,3,BOG,17094,32484,62462984
ABW,3,BOG,1136,5405,10377005
ABW,3,BOG,12438,57135,109838334
ABW,3,BOG,539,1947,3738026
ABW,3,BOG,6324,23814,45784697
ABW,3,BOG,11503,29526,56777972
ABW,3,BOG,9319,22387,43053301
ABW,3,BOG,3396,723,138808047
ABW,3,BOG,192,2107,4045208
ABW,3,BOG,249,7808,15018401
ABW,3,BOG,4701,10266,19709591
ABW,3,BOG,27,636,122105
ABW,3,BOG,773,245,4716877
ABW,3,BOG,3342,14133,27133805
ABW,3,BOG,36259,106265,204656826
ABW,3,BOG,8442,6125,117593263
ABW,3,BOG,4877,473,9096689
ABW,3,BOG,2831,8317,15995171
ABW,3,BOG,7000,107106,205631738
ABW,3,BOG,500,15128,29044096
ABW,3,BOG,6421,16066,30844953
ABW,3,BOG,2700,75035,145025397
ABW,3,BOG,45,10368,199764403
ABW,3,BOG,56,16038,309010561
ABW,3,BOG,56,3255,62715387
ABW,3,BOG,101,3824,736785376
ABW,3,BOG,45,2592,49941101
ABW,3,BOG,45,1728,33294067
ABW,3,BOG,229,7786,1494826354
ABW,3,BOG,30,990,19006911
ABW,3,BOG,1,16613,3203401725
ABW,3,BOG,108,4259,8161181
ABW,3,BOG,150,36302,69562618
ABW,3,BOG,1638,6048,11589299
ABW,3,BOG,54697,172451,330454055
ABW,3,BOG,1302,11782,22576904
ABW,3,BOG,3166,5357,10265191
ABW,3,BOG,42359,66371,127181438
ABW,3,BOG,77409,171465,328564662
ABW,3,BOG,1136,2238,42885
ABW,3,BOG,5087,20703,39671503
ABW,3,BOG,636,1189,2278386
ABW,3,BOG,5151,13794,26432339
ABW,3,BOG,10388,3412,65381426
ABW,3,BOG,424,1332,2552405
ABW,3,BOG,21969,63594,121860095
ABW,3,BOG,5662,16033,30722755
ABW,3,BOG,48,255222,489998166
ABW,3,BOG,60,198,3819677
ABW,3,BOG,173,134,25850342
ABW,3,BOG,116,210,4051173
ABW,3,BOG,1175,105,20255865
ABW,3,BOG,46,6648,127390306
ABW,3,BOG,41,2056,39397483
ABW,3,BOG,46,9024,172919693
ABW,3,BOG,46,8544,163721837
ABW,3,BOG,41,1656,31732603
ABW,3,BOG,46,4932,9450797
ABW,3,BOG,92,1124,215383128
ABW,3,BOG,588,4128,79224576
ABW,3,BOG,33475,135635,2618925981
ABW,3,BOG,7600,1428,2757420
ABW,3,BOG,4510,10824,208992713
ABW,3,BOG,3733,896,173013429
ABW,3,BOG,7185,23809,459720238
ABW,3,BOG,7250,1281,247342092
ABW,3,BOG,1840,5808,11215927
ABW,3,BOG,18925,47589,91885136
ABW,3,BOG,634,2843,548911201
ABW,3,BOG,957,215356,412486422
ABW,3,BOG,1396,301978,578399602
ABW,3,BOG,61796,781099,1496093592
ABW,3,BOG,5762,173952,333182442
ABW,3,BOG,2248,50952,97591932
ABW,3,BOG,48,288,5516266
ABW,3,BOG,908,23,4405351
ABW,3,BOG,54,9,1723833
ABW,3,BOG,178,6,1149222
ABW,3,BOG,78,112,2145214
ABW,3,BOG,9,75,1436528
ABW,3,BOG,213,72,1379066
ABW,3,BOG,25602,21088943,40547008517
ABW,3,BOG,1273,1082162,2085315352
ABW,3,BOG,660,19875,382939575
ABW,3,BOG,530,10398,2003424252
ANT,3,BOG,19160,38472,739889657
ANT,3,BOG,3120,532,1025829
ANT,3,BOG,800,192,370224
ANT,3,BOG,1008,28224,54422928
ANT,3,BOG,1055,1992,3841074
ANT,3,BOG,5132,11419,220186868
ANT,3,BOG,9720,10703,206380598
ANT,3,BOG,14258,133384,2566722677
ANT,3,BOG,6610,11437,220634598
ANT,3,BOG,4800,842,161627618
ANT,3,BOG,1266,160,3086608
ANT,3,BOG,493,94,18036118
ANT,3,BOG,600,7975,15275076
ANT,3,BOG,1025,312,59900568
ANT,3,BOG,100,36,6895332
ANT,3,BOG,1125,173,33206413
ANT,3,BOG,1175,258,49771554
ANT,3,BOG,2730,7659,146900686
ANT,3,BOG,378,16653,31978393
ANT,3,BOG,43405,134207,25783801
ANT,3,BOG,119038,420196,806412643
ANT,3,BOG,12941,52312,1003803311
ANT,3,BOG,107,68,1306584
ANT,3,BOG,5493,11848,227252959
ANT,3,BOG,1962,59239,113676276
ANT,3,BOG,1101,38342,73525363
ANT,3,BOG,700,11968,23001551
ANT,3,BOG,3650,99552,190907896
ANT,3,BOG,800,144,27627024
ANT,3,BOG,11187,267677,513335083
ANT,3,BOG,5733,198729,381483717
ANT,3,BOG,2102,132,25386108
ANT,3,BOG,15297,76371,146457834
ANT,3,BOG,162303,293523,563329517
ANT,3,BOG,827031,1224795,2353254018
ANT,3,BOG,136505,301192,578265277
ANT,3,BOG,5215295,440433,8463014802
ANT,3,BOG,16909,22285,42860137
ANT,3,BOG,3815,11568,22234023
ANT,3,BOG,179285,360486,695236935
ANT,3,BOG,4487,25707,4940558
ANT,3,BOG,79816,364141,699509683
ANT,3,BOG,4556,294,56336868
ANT,3,BOG,77908,6218,119410961
ANT,3,BOG,47047,227584,436780867
ANT,3,BOG,688776,1401346,2688219136
ANT,3,BOG,10547,51138,98319509
ANT,3,BOG,7524,28035,53866793
ANT,3,BOG,231478,37821,726475516
ANT,3,BOG,8604,15296,29310502
ANT,3,BOG,2302,2294,4395808
ANT,3,BOG,1977289,20616,3958871592
ANT,3,BOG,10224,24118,46335403
ANT,3,BOG,15538,2994,57508866
ANT,3,BOG,200721,381031,73243818
ANT,3,BOG,21391,28017,53882014
ANT,3,BOG,338,2875,5509133
ANT,3,BOG,26124,57822,111027467
ANT,3,BOG,133041,273484,525359302
ANT,3,BOG,272543,1043599,200436959
ANT,3,BOG,50,153,29318166
ANT,3,BOG,18942,59119,113477313
ANT,3,BOG,2302,5726,11012186
ANT,3,BOG,10224,21483,4125645
ANT,3,BOG,11496,32302,62088597
ANT,3,BOG,32947,63123,1209926
ANT,3,BOG,17039,1008,19362336
ANT,3,BOG,7975,32891,63197254
ANT,3,BOG,27812,71827,137756065
ANT,3,BOG,60241,153119,293930328
ANT,3,BOG,3866,2758,52972961
ANT,3,BOG,4701,10266,19671915
ANT,3,BOG,45,43,825766
ANT,3,BOG,43119,227301,43628485
ANT,3,BOG,9745,65735,125962722
ANT,3,BOG,15942,21344,40925449
ANT,3,BOG,8422,25678,49327669
ANT,3,BOG,5308,33463,64154099
ANT,3,BOG,3000,5160,9903072
ANT,3,BOG,7685,20271,38984984
ANT,3,BOG,20459,69973,134571374
ANT,3,BOG,235935,358233,686660276
ANT,3,BOG,4068,7196,13839275
ANT,3,BOG,102073,831687,1593840343
ANT,3,BOG,12611,58867,112837425
ANT,3,BOG,1302,8415,16124991
ANT,3,BOG,2582,1852,3561748
ANT,3,BOG,4058,16884,3247114
ANT,3,BOG,252325,509412,976350116
ANT,3,BOG,88,3084,5931118
ANT,3,BOG,4701,10266,19743469
ANT,3,BOG,14121,52436,100716854
ANT,3,BOG,13272,98787,189986171
ANT,3,BOG,5662,1607,30905663
ANT,3,BOG,67,337718,651501925
ANT,3,BOG,125,8,153344
ANT,3,BOG,18,16186,310753395
ANT,3,BOG,29,18559,356312385
ANT,3,BOG,42,6135,117785252
ANT,3,BOG,7,9295,178453776
ANT,3,BOG,2,744,14283982
ANT,3,BOG,10,150,287520
ANT,3,BOG,1,7767,1497671775
ANT,3,BOG,35,16,307182
ANT,3,BOG,3,15,287984
ANT,3,BOG,6000,1320,25282884
ANT,3,BOG,6300,1674,320632938
ANT,3,BOG,3256,282067,543469772
ANT,3,BOG,563,1007,1940227
ANT,3,BOG,40,29,55875
ANT,3,BOG,10,4200,8092308
ANT,3,BOG,231,6682,12874477
ANT,3,BOG,10525,28105,542212902
ANT,3,BOG,4300,2483,478742542
ANT,3,BOG,4075,968,185490096
ANT,3,BOG,10100,12401,239172347
ANT,3,BOG,28450,26205,504932667
ANT,3,BOG,490,4802,9253406
ANT,3,BOG,9857,219165,422328764
ANT,3,BOG,8100,2418,465946182
ANT,3,BOG,500,85,16379415
ANT,3,BOG,3650,657,126602343
ANT,3,BOG,25300,865865,1668500027
ANT,3,BOG,948,7121,1372209579
ANT,3,BOG,5101,81168,156879075
ANT,3,BOG,9488,81871,158237813
ANT,3,BOG,14793,24344,470513529
ANT,3,BOG,719,11232,21708873
ANT,3,BOG,11,28,541176
ANT,3,BOG,309,8,1546216
ANT,3,BOG,233,94,1816804
ANT,3,BOG,20,12,231932
ANT,3,BOG,30,39,75378
ANT,3,BOG,17,66,1275628
ANT,3,BOG,850,5525,106785543
ANT,3,BOG,450,90,1739493
ANT,3,BOG,200,56,10823512
ANT,3,BOG,450,117,22613409
ANT,3,BOG,202,849,16409217
ANT,3,BOG,120,36,6957972
ANT,3,BOG,100,38,7344526
ANT,3,BOG,20,876,16931065
SAU,3,BOG,5550,160438,3100336
SAU,3,BOG,8225,2215,427107375
SAU,3,BOG,49450,9505,180710961
SAU,3,BOG,41400,7998,1531912926
SAU,3,BOG,5450,459,87915483
SAU,3,BOG,2,43632,843306206
SAU,3,BOG,2,595166,1142653252
SAU,3,BOG,8,146144,277851896
SAU,3,BOG,2,4006392,7617032598
SAU,3,BOG,1,742047,1424648615
SAU,3,BOG,9725,235575,452278087
SAU,3,BOG,1200,364,69750408
SAU,3,BOG,2,696,1336243
SAU,3,BOG,4,343408,659305585
SAU,3,BOG,2,760948,1460936456
ARG,3,BOG,4899,970002,1844187202
ARG,3,BOG,4779,50584,9765402734
ARG,3,BOG,35000,4900,9442251
ARG,3,BOG,3230,29640,572392548
ARG,3,BOG,1,2450,4734429
ARG,3,BOG,29,4872,941475024
ARG,3,BOG,1,971446,1874045622
ARG,3,BOG,1,750379,145031002
ARG,3,BOG,30,2460,47527938
ARG,3,BOG,2250,4025,771512
ARG,3,BOG,3120,164808,318535958
ARG,3,BOG,80000,13170,252849513
ARG,3,BOG,18289,2058991,3971223179
ARG,3,BOG,4,1315834,2542230763
ARG,3,BOG,12,5382,10232366
ARG,3,BOG,24,4528346,8752054145
ARG,3,BOG,8,6140,117603718
ARG,3,BOG,3,746108,1439212488
ARG,3,BOG,2,2298488,4433691412
ARG,3,BOG,1,12108,233558477
ARG,3,BOG,2,104174,200947479
ARG,3,BOG,45,2000,3802440
ARG,3,BOG,156,260,501345
ARG,3,BOG,1,180,347085
ARG,3,BOG,1,520,1002690
ARG,3,BOG,3,12500,24150375
ARG,3,BOG,217,2710702,5204249664
ARG,3,BOG,10,15,2879835
ARG,3,BOG,100,525,100794225
ARG,3,BOG,490,2271579,4350914269
ARG,3,BOG,120,1271556,2417507698
ARG,3,BOG,65300,16325,3147868125
ARG,3,BOG,19500,5978,1149682982
ARG,3,BOG,48150,198475,3803217645
ARG,3,BOG,109000,19620,37832265
ARG,3,BOG,1,11600,22379184
ARG,3,BOG,430,92837,178872761
ARG,3,BOG,106309,87223144,16765326526
ARG,3,BOG,16,160044,306679514
AUS,3,BOG,19333,14112,271936829
AUS,3,BOG,325,288,5549731
AUS,3,BOG,106250,25900,49909041
AUS,3,BOG,18600,5580,107526042
AUS,3,BOG,5200,1612,310630788
AUS,3,BOG,5820,25085,484649726
AUS,3,BOG,80,120,2314956
AUS,3,BOG,45,722,139283186
AUS,3,BOG,642,107548,2074740734
AUS,3,BOG,81,132,25464516
AUS,3,BOG,43,1568,30248758
AUS,3,BOG,3,171,3298812
AUS,3,BOG,12,534,103015542
AUS,3,BOG,41,95925,183813404
AUS,3,BOG,82,118255,226602597
AUS,3,BOG,117,236375,452946502
AUS,3,BOG,43,235,45420095
AUS,3,BOG,41,6219,119169722
AUS,3,BOG,41,6219,119169722
AUS,3,BOG,5,16275,314501355
AUS,3,BOG,15,7002,134430698
AUS,3,BOG,255,79963,1535201641
AUS,3,BOG,80,219475,421367858
AUS,3,BOG,125,109945,211082306
AUS,3,BOG,55,423595,813255805
AUS,3,BOG,6125,20825,400179448
AUS,3,BOG,11650,29125,562703738
AUS,3,BOG,7680,16896,32579712
AUS,3,BOG,4300,1505,29035062
AUS,3,BOG,7900,2608,502459024
AUS,3,BOG,24000,4080,78712992
AUS,3,BOG,32100,5778,1114714872
AUS,3,BOG,9240,14784,283168301
AUS,3,BOG,150,6,115695
AUS,3,BOG,43120,72142,1391792321
AUS,3,BOG,15,2085274,4030355029
AUS,3,BOG,400,4,76672
AUS,3,BOG,8300,2658,510306762
AUS,3,BOG,3880,12028,230552704
AUS,3,BOG,23300,718704,1377611827
AUS,3,BOG,20160,42336,81634392
AUS,3,BOG,104,277,534322
AUS,3,BOG,3,498702,963876265
AUS,3,BOG,4585,16506,317441741
AUS,3,BOG,28500,5130,98919225
AUS,3,BOG,30500,5490,105860925
AUS,3,BOG,15000,2700,5171499
AUS,3,BOG,981,427786,824232398
AUS,3,BOG,540,26052,499989984
AUS,3,BOG,100,260516,499982307
AUS,3,BOG,100,260516,499982307
AUS,3,BOG,93,260516,499982307
AUS,3,BOG,137,260516,499982307
AUS,3,BOG,63,260516,499982307
AUS,3,BOG,6642,260516,499982307
AUS,3,BOG,3,1450,27910615
AUS,3,BOG,3000,930,17941932
AUS,3,BOG,1400,3366,64938218
AUS,3,BOG,2166,6624,127792858
AUS,3,BOG,7200,978,188679672
AUS,3,BOG,700,272,52475328
AUS,3,BOG,2,354841,684534418
AUS,3,BOG,1,425902,8097334
AUS,3,BOG,4,189372,363573409
AUS,3,BOG,2,1520873,2932623363
AUS,3,BOG,350,219402,422805663
AUS,3,BOG,4600,13616,262378958
AUS,3,BOG,21400,7135,1375806375
AUS,3,BOG,5000,850,1629280
AUS,3,BOG,15100,4530,87389589
AUS,3,BOG,11000,35398,682813261
AUS,3,BOG,22595,1014565,1947853198
AUS,3,BOG,9400,11744,226276346
AUS,3,BOG,15930,141937,272971819
AUS,3,BOG,8000,1440,27745056
AUS,3,BOG,5500,9042,174416563
AUS,3,BOG,14400,2592,499411008
AUS,3,BOG,6000,125856,24277119
AUS,3,BOG,12100,372279,717930675
AUS,3,BOG,97976,3231144,6233652251
AUS,3,BOG,800,256,48671232
AUS,3,BOG,19200,3648,703786752
AUS,3,BOG,29116,7279,1404213727
AUS,3,BOG,2400,714,137399688
AUS,3,BOG,60200,9353,1802313747
AUS,3,BOG,850,12006,23140063
AUS,3,BOG,137800,2151532,4142955356
AUS,3,BOG,32450,914388,1762674434
AUS,3,BOG,23368,458256,881965495
AUS,3,BOG,2450,3492,66390602
AUS,3,BOG,14500,5771,1113364404
AUS,3,BOG,57600,17004,32787963
AUS,3,BOG,2000,480,9260352
AUS,3,BOG,275,325,627003
AUS,3,BOG,72500,32166,6160979142
AUS,3,BOG,5364,22008,42436926
AUS,3,BOG,41175,153605,296461355
AUS,3,BOG,169391,2055025,395220353
AUS,3,BOG,3333,62928,121261627
AUS,3,BOG,12300,369246,712260764
AUS,3,BOG,80708,1441675,2767857416
AUS,3,BOG,92025,4129225,7850565155
AUS,3,BOG,50800,156652,302064219
AUS,3,BOG,11250,505575,975233952
AUS,3,BOG,600,9384,18101361
AUS,3,BOG,3333,6992,134872883
AUS,3,BOG,25040,764972,1475600389
AUS,3,BOG,17400,5690,109645731
AUS,3,BOG,68975,206925,3990031313
AUS,3,BOG,18175,76955,1479990865
AUS,3,BOG,14930,3657,702103773
AUS,3,BOG,11500,1591,305454499
AUS,3,BOG,90200,100335,1926321632
AUS,3,BOG,2220,464,89082896
AUT,3,BOG,10,61,11597442
AUT,3,BOG,10,71,13498662
AUT,3,BOG,10,62,11787564
AUT,3,BOG,70,4365,82988253
AUT,3,BOG,6780,1120,21461664
AUT,3,BOG,129,7238,1393220906
AUT,3,BOG,7680,11136,21472992
AUT,3,BOG,41600,60804,117245313
AUT,3,BOG,35,1852,352105944
AUT,3,BOG,3,180,3422196
AUT,3,BOG,62,252,47910744
AUT,3,BOG,26225,187435,361421539
AZE,3,BOG,200,22,4213814
AZE,3,BOG,450,27,5171499
AZE,3,BOG,400,20,383074
AZE,3,BOG,336,90,1739178
AZE,3,BOG,2450,9457,182421747
AZE,3,BOG,62,260308,498586134
BHS,3,BOG,56,455584,876120631
BHS,3,BOG,151,565005,1087161946
BHS,3,BOG,201,172605,331873614
BHS,3,BOG,68,780659,1499087186
BHS,3,BOG,264,478209,919397163
BHS,3,BOG,21,176232,340459076
BHS,3,BOG,135,994528,1917371923
BHS,3,BOG,1588,1586178,3063644128
BHS,3,BOG,13,77376,149510384
BHS,3,BOG,341,2039924,3939546859
BHS,3,BOG,132,616088,1190208085
BHS,3,BOG,402,196616,379588201
BHS,3,BOG,16,99956,193125384
BHS,3,BOG,60,309468,593930986
BHS,3,BOG,135,159288,30570553
BHR,3,BOG,175,33,636323
BHR,3,BOG,15175,40464,781934429
BHR,3,BOG,50,5,96337
BHR,3,BOG,840,552,106487976
BHR,3,BOG,4000,760,14556812
BHR,3,BOG,3933,52594,10073697
BHR,3,BOG,225,486,9308698
BHR,3,BOG,450,135,25857495
BHR,3,BOG,1000,99,18962163
BHR,3,BOG,21400,5564,1075393228
BHR,3,BOG,1200,150,2899155
BHR,3,BOG,12800,2432,468583168
BHR,3,BOG,13250,15625,301289063
BHR,3,BOG,4775,17685,341679506
BHR,3,BOG,800,8,1538552
BHR,3,BOG,60832,64328,1240347407
BRB,3,BOG,1769,1582071,3050628406
BRB,3,BOG,22,27994,539794305
BRB,3,BOG,92,60949,1175249093
BRB,3,BOG,500,83214,1604573955
BRB,3,BOG,44,53692,103531599
BRB,3,BOG,322,90251,1740264908
BRB,3,BOG,16,146208,281431393
BRB,3,BOG,16,60992,117401671
BRB,3,BOG,2,392,75454904
BRB,3,BOG,1,1425,27092385
BRB,3,BOG,1235,230487,445307799
BRB,3,BOG,5775,5032593,9663774427
BEL,3,BOG,40,363,70159551
BEL,3,BOG,40,150,2899155
BEL,3,BOG,41,390,7537803
BEL,3,BOG,41,70,1352939
BEL,3,BOG,180,2668765,5158108929
BEL,3,BOG,2,82,15848714
BEL,3,BOG,5712,6785,1311384445
BEL,3,BOG,249,150,289386
BEL,3,BOG,239,150,289386
BEL,3,BOG,119,78778,15225975506
BEL,3,BOG,5,1336976,2562715597
BEL,3,BOG,9,20132,3885483064
BEL,3,BOG,1,1081,20720608
BEL,3,BOG,2,3298848,6361003656
BEL,3,BOG,2,231782,4469336415
BEL,3,BOG,1,2082,401644866
BEL,3,BOG,1,2128792,4106950678
BEL,6,CTG,1034,339971,653828827
BEL,6,CTG,962,501988,965418302
BEL,6,CTG,1575,63108,1217435361
BEL,6,CTG,1099,577388,1113856513
BLZ,3,BOG,7,22316,43030827
BLZ,3,BOG,41,5504,10613088
BLZ,3,BOG,48,41567,80151568
BLZ,3,BOG,41,7858,15152189
BLZ,3,BOG,53,6816,13142952
BLZ,3,BOG,58,98432,189801504
BLZ,3,BOG,52,64638,124638224
BLZ,3,BOG,47,40068,77261121
BLZ,3,BOG,52,6617,127592303
BLZ,3,BOG,48,44442,85695287
BLZ,3,BOG,52,6549,126281093
BLZ,3,BOG,46,33732,65043729
BLZ,3,BOG,47,39354,75884351
BLZ,3,BOG,42,11572,22313709
BLZ,3,BOG,41,8982,17319542
BLZ,3,BOG,38,102352,197360244
BLZ,3,BOG,17093,223056,427234771
BLZ,3,BOG,59587,7777,1489583249
BLZ,3,BOG,62919,821184,1572871198
BLZ,3,BOG,145401,189768,3634759342
BLZ,3,BOG,9305,906547,1746907004
BLZ,3,BOG,1,6,114922
BLZ,3,BOG,3,2,38307
BLZ,3,BOG,6,4,76615
BLZ,3,BOG,3,2,38307
BLZ,3,BOG,3,2,38307
BLZ,3,BOG,3,2,38307
BLZ,3,BOG,3,2,38307
BLZ,3,BOG,35,22,421382
BLZ,3,BOG,6,6,114922
BLZ,3,BOG,113,7,1340759
BLZ,3,BOG,7,7,13408
BLZ,3,BOG,30,3,57461
BLZ,3,BOG,40,2,38307
BLR,3,BOG,45550,2001125,3867013973
BLR,3,BOG,31250,11368,2190318032
BLR,3,BOG,13200,2316,446232984
BLR,3,BOG,18700,951875,1836343831
BLR,3,BOG,39833,6758,130311135
