COD_PAI4,COD_SAL1,COD_SAL,CANTI,FOBDOL,FOBPES
USA,3,BOG,9,13858,2660583562
USA,3,BOG,125242,3110696,5992766641
USA,3,BOG,405,16887,32536858
USA,3,BOG,55,203464,392022227
USA,6,CTG,980,314,601875
USA,6,CTG,19226,47694,914198592
USA,6,CTG,113457,12830052,24698119003
USA,6,CTG,100,100,191920
USA,6,CTG,6160,65992,1271036664
USA,6,CTG,1620,19116,368363408
USA,6,CTG,1880,2280,43935372
USA,6,CTG,12872,2136572,4112591116
USA,6,CTG,3672,20196,3891749
USA,6,CTG,247,17484,335552928
USA,6,CTG,192,8136,156779906
USA,6,CTG,271,10,19192
USA,6,CTG,6168,9528,183807506
USA,6,CTG,1150,9425,1808846
USA,6,CTG,122290,11607925,22323767694
USA,6,CTG,23088,5040185,9673123052
USA,6,CTG,4820,929165,179503528
USA,6,CTG,790,79,15261852
USA,6,CTG,27,4008,7742975
USA,6,CTG,2,141875,274085475
USA,6,CTG,3241,464618,897586222
USA,6,CTG,5,650,1255722
ETH,3,BOG,19,5000,9645650
PHL,3,BOG,1500,2379,45600672
PHL,3,BOG,2266,16265,31436504
PHL,3,BOG,22,20650,397729455
PHL,3,BOG,2,336326,649872176
PHL,3,BOG,2,300,575040
PHL,3,BOG,1,2500,4812175
PHL,3,BOG,1400,5178,99582778
FIN,3,BOG,5,23835,45923848
FIN,3,BOG,124,2523348,4861835526
FIN,3,BOG,5533,864,166676832
FIN,3,BOG,2100,3675,70389848
FIN,3,BOG,17850,31115,595967376
FIN,3,BOG,16800,2688,5183136
FIN,3,BOG,27100,42075,811311188
FIN,3,BOG,260,377,7272179
FIN,3,BOG,13940,20484,389445905
FIN,3,BOG,11550,1820,34602204
FIN,3,BOG,6300,924,175672728
FIN,3,BOG,686140,10206853,19405473061
FIN,3,BOG,325,52,9886344
FRA,3,BOG,200,10,192913
FRA,3,BOG,150,10,192913
FRA,3,BOG,7575,1188,229180644
FRA,3,BOG,97,39197,75598055
FRA,3,BOG,46,76032,145629412
FRA,3,BOG,65,331836,635588719
FRA,3,BOG,122,395507,762809875
FRA,3,BOG,61,263719,505119461
FRA,3,BOG,43,70432,13490334
FRA,3,BOG,44,33528,64683559
FRA,3,BOG,42,45472,87095705
FRA,3,BOG,188,954037,1827333849
FRA,3,BOG,7,561929,1083539594
FRA,3,BOG,3975,81828,158126064
FRA,3,BOG,3,38067,7291239
FRA,3,BOG,23,6073,11632042
FRA,3,BOG,43,117236,224550317
FRA,3,BOG,43,38995,74689853
FRA,3,BOG,43,20808,39855019
FRA,3,BOG,43,1563,29937233
FRA,3,BOG,43,7223,13834718
FRA,3,BOG,75,962525,1843591509
FRA,3,BOG,43,19688,37709805
FRA,3,BOG,43,16494,31592113
FRA,3,BOG,43,9812,1879361
FRA,3,BOG,43,81502,156106486
FRA,3,BOG,43,44298,8484706
FRA,3,BOG,43,221321,423911604
FRA,3,BOG,43,13905,2663322
FRA,3,BOG,43,5498,10530704
FRA,3,BOG,43,3286,62939058
FRA,3,BOG,200,280,5409684
FRA,3,BOG,64,11852,22865352
FRA,3,BOG,309,706,13522512
FRA,3,BOG,43,6073,11632042
FRA,3,BOG,41,7888,15217845
FRA,3,BOG,41,80388,155087745
FRA,3,BOG,41,82964,160057467
FRA,3,BOG,52,85908,1657371499
FRA,3,BOG,43,10531,20170761
FRA,3,BOG,95,143914,277348521
FRA,3,BOG,41,56718,109422634
FRA,3,BOG,41,4257,82127747
FRA,3,BOG,41,79434,15324725
FRA,3,BOG,41,94141,181620583
FRA,3,BOG,41,8681,16747732
FRA,3,BOG,41,42655,82291732
FRA,3,BOG,41,3924,75703378
FRA,3,BOG,41,6386,12320127
FRA,3,BOG,5,5625,107739563
FRA,3,BOG,1,5785,11080415
FRA,3,BOG,8,7896,15233279
FRA,3,BOG,6,51292,99097683
FRA,3,BOG,1,2000,3853480
FRA,3,BOG,980,1085066,2079225171
FRA,3,BOG,5672,402402,77109076
FRA,3,BOG,1000,3894,74617607
FRA,3,BOG,29,290,5513538
FRA,3,BOG,54366,1685346,3235678932
FRA,3,BOG,135275,2856986,5485098852
FRA,3,BOG,1600,10800,20788596
FRA,3,BOG,852,5112,983993544
FRA,3,BOG,8625,4485,863304195
FRA,3,BOG,2600,14144,2722536128
FRA,3,BOG,85,40,769948
FRA,3,BOG,950,5092,980143804
FRA,3,BOG,4170,14142,271413264
FRA,3,BOG,20610,52145,1003723462
FRA,3,BOG,23150,248085,477531374
FRA,3,BOG,4370,133778,256746738
FRA,3,BOG,1825,168,32470536
FRA,3,BOG,24800,7688,147363584
FRA,3,BOG,966,237,45720381
FRA,3,BOG,4566,81675,15579239
FRA,3,BOG,76400,8404,16205013
FRA,3,BOG,1600,152,28898544
FRA,3,BOG,13500,2224,4288428
FRA,3,BOG,100080,121736,2321413679
FRA,3,BOG,23937,8583376,16498179741
FRA,3,BOG,96,72432,13957574
FRA,3,BOG,1880,1090753,2096141974
FRA,3,BOG,9,686,13219151
FRA,3,BOG,90,4716,90876848
FRA,3,BOG,810,369578,709942936
FRA,3,BOG,525,429968,827420302
FRA,3,BOG,360,202417,388537001
FRA,3,BOG,673,21618,416849085
FRA,3,BOG,10,35,6751955
FRA,3,BOG,10,2000,3858260
FRA,3,BOG,1125,3195,6124176
FRA,3,BOG,3708,12360,23691648
FRA,3,BOG,1640,6400,12267520
FRA,3,BOG,50,216,4140288
FRA,3,BOG,60,4368,83725824
FRA,3,BOG,142135,124533258,24013125474
FRA,3,BOG,3,565596,1075322427
FRA,3,BOG,1,24392,4700314
FRA,3,BOG,1,7816,15061354
FRA,3,BOG,1,8678429,16742772364
FRA,3,BOG,16800,1848,3563406
FRA,3,BOG,23320,39556,76273857
FRA,3,BOG,10,96996,186886073
FRA,3,BOG,5080,14968,288768643
FRA,3,BOG,12960,23328,446817514
FRA,3,BOG,36800,5520,106688904
FRA,3,BOG,300,45,868158
FRA,3,BOG,26440,3988,7689861
FRA,3,BOG,4260,639,123504003
FRA,3,BOG,6125,158,30480254
FRA,3,BOG,10,66,1264705
FRA,3,BOG,6670,3076,593400388
FRA,3,BOG,14350,28936,559044926
FRA,3,BOG,15510,36378,699988842
FRA,3,BOG,12275,41965,808661354
FRA,3,BOG,3780,22215,427236659
FRA,3,BOG,2500,394,76001024
FRA,3,BOG,99750,154895,2987862592
FRA,3,BOG,8,20792,40092174
FRA,3,BOG,20286,24613,47163923
FRA,3,BOG,11,4417,8463944
FRA,3,BOG,50,308,590196
FRA,3,BOG,30,619,118614
FRA,3,BOG,230260,804322,15459456811
FRA,3,BOG,120286,100075141,19280179833
FRA,3,BOG,1350,179,34515675
GEO,3,BOG,150,1656,31910954
GEO,3,BOG,1400,20608,3971141
GLP,3,BOG,17728,47199,910281057
GLP,3,BOG,20200,279924,53985932
GLP,3,BOG,5400,7452,143716705
GLP,3,BOG,54000,9294,1792438946
GLP,3,BOG,2700,79488,153297819
GLP,3,BOG,1350,38502,74253632
GLP,3,BOG,1800,17388,335338979
GLP,3,BOG,2700,1755,33853248
GLP,3,BOG,500,65,12539345
GLP,3,BOG,560,1176,2268457
GLP,3,BOG,5500,1430,27584128
GLP,3,BOG,1500,438,84471926
GLP,3,BOG,1100,418,80630528
GLP,3,BOG,1125,4968,95895262
GLP,3,BOG,200,36,6944868
GLP,3,BOG,1125,31464,60733666
GLP,3,BOG,500,95,1832512
GLP,3,BOG,1100,374,72105806
GLP,3,BOG,85,2976,5740585
GLP,3,BOG,4748,15194,292928084
GLP,3,BOG,1400,840,16203264
GLP,3,BOG,46,248,47799624
GLP,3,BOG,180,102838,198503965
GLP,3,BOG,24,155,2989888
GUM,3,BOG,13166,148624,286584228
GUM,3,BOG,400,2268,4373271
GUM,3,BOG,300,93,17941932
GUM,3,BOG,300,3312,6389643
GUM,3,BOG,200,1956,3773593
GUM,3,BOG,2750,78349,151154024
GUM,3,BOG,7250,1015,19556411
GUM,3,BOG,16800,2336,450086464
GUM,3,BOG,350,66,12732984
GUM,3,BOG,225,306,5903474
GUM,3,BOG,14,64,12347136
GTM,3,BOG,13575,3954243,7577199521
GTM,3,BOG,11842,83605,161589236
GTM,3,BOG,1,14500,28014435
GTM,3,BOG,9,2400,4636872
GTM,3,BOG,39,10524,2020492236
GTM,3,BOG,17903,34072,6552102058
GTM,3,BOG,388472,1055818,2022574711
GTM,3,BOG,691933,1485098,2849865272
GTM,3,BOG,4418,12716,24452423
GTM,3,BOG,10058,258693,495750571
GTM,3,BOG,3062,6691,12815741
GTM,3,BOG,1545,3172,6075554
GTM,3,BOG,4512,7744,14832625
GTM,3,BOG,416521,1081898,2074635605
GTM,3,BOG,301,647,12392444
GTM,3,BOG,14342,44998,86811942
GTM,3,BOG,42,2174,4194168
GTM,3,BOG,49,19902,38119694
GTM,3,BOG,62,21298,41088954
GTM,3,BOG,231,121426,233513948
GTM,3,BOG,279,148495,285262641
GTM,3,BOG,7,150,287520
GTM,3,BOG,8,550,1054240
GTM,3,BOG,452,849265,16309454032
GTM,3,BOG,56,177496,343058944
GTM,3,BOG,381,106185,205228151
GTM,3,BOG,285,4693,9010044
GTM,3,BOG,2037,33543,6439887
GTM,3,BOG,689952,1704312,3288026883
GTM,3,BOG,396,144348,278921199
GTM,3,BOG,200,2660,51314858
GTM,3,BOG,12,4656,89820293
GTM,3,BOG,6602,14529,280812153
GTM,3,BOG,48086,223362,4306896227
GTM,3,BOG,8055,1900,3672263
GTM,3,BOG,52017,38228,7383979356
GTM,3,BOG,30893,545885,1052877572
GTM,3,BOG,186,8586,1656032
GTM,3,BOG,13931,187071,360801396
GTM,3,BOG,82,848,1635758
GTM,3,BOG,42000,662284,1268518905
GTM,3,BOG,62500,1495363,2864173429
GTM,3,BOG,1536,524,100961176
GTM,3,BOG,643,42885,826389662
GTM,3,BOG,618,20304,391690555
GTM,3,BOG,1039,2976,5738472
GTM,3,BOG,369,1051,2026591
GTM,3,BOG,17405,53085,102361152
GTM,3,BOG,23506,53498,103157519
GTM,3,BOG,14792,40751,78578116
GTM,3,BOG,103081,264186,509416655
GTM,3,BOG,1102,2368,4566096
GTM,3,BOG,741,2957,5701835
GTM,3,BOG,107,71972,138780009
GTM,3,BOG,40,392,755874
GTM,3,BOG,155,126111,243173536
GTM,3,BOG,155,100231,193270426
GTM,3,BOG,402,10192,196373341
GTM,3,BOG,90,19845,382361553
GTM,3,BOG,1148,16158,311363044
GTM,3,BOG,25225,993761,1914967509
GTM,3,BOG,21162,210376,405771195
GTM,3,BOG,5853,78862,152108334
GTM,3,BOG,17004,229116,441919503
GTM,3,BOG,6505,75638,145890712
GTM,3,BOG,3497,78264,15095957
GTM,3,BOG,54182,855273,1649667838
GTM,3,BOG,42,502,968169
GTM,3,BOG,6513,41997,81004816
GTM,3,BOG,1277,17668,34077598
GTM,3,BOG,39,1560,2993952
GTM,3,BOG,21,1764,3402225
GTM,3,BOG,174000,592543,1137256649
GTM,3,BOG,85000,118076,227058992
GTM,3,BOG,350000,8225,156375345
GTM,3,BOG,106,283448,546926566
GTM,3,BOG,67,60635,116957992
GTM,3,BOG,66,82896,159903068
GTM,3,BOG,179,111875,2158024
GTM,3,BOG,22,11528,22228866
GTM,3,BOG,18,5904,113885798
GTM,3,BOG,161,13626,26274335
GTM,3,BOG,182,182,3509415
GTM,3,BOG,3214,190628,3677461936
GTM,3,BOG,9000,10020,19230384
GTM,3,BOG,3915,1432605,2723697278
GTM,3,BOG,2711,82048,158579913
GTM,3,BOG,185,7424,143488845
GTM,3,BOG,100,29000,55545730
GTM,3,BOG,29472,260742,502873069
GTM,3,BOG,154,539,104136417
GTM,3,BOG,462,1485,28233117
GTM,3,BOG,130,43845,84742301
GTM,3,BOG,562,552554,1067944516
GTM,3,BOG,1074,2957919,5716977107
GTM,3,BOG,192,150312,290518524
GTM,3,BOG,45,31116,60140071
GTM,3,BOG,668,163293,3156078117
GTM,3,BOG,580,1374948,2657458247
GTM,3,BOG,760,1851208,357790501
GTM,3,BOG,347,571364,1104315198
GTM,3,BOG,93,64132,123952406
GTM,3,BOG,289,267472,516961858
GTM,3,BOG,367,46479,898332168
GTM,3,BOG,245,500277,966920376
GTM,3,BOG,572,906042,175114746
GTM,3,BOG,45,30792,59513854
GTM,3,BOG,282,4389,848292753
GTM,3,BOG,320,418344,808562733
GTM,3,BOG,268,357644,691243594
GTM,3,BOG,213,77338,149476566
GTM,3,BOG,309,163761,316512348
GTM,3,BOG,129,57922,111949904
GTM,3,BOG,232,24592,4753068
GTM,3,BOG,70,10388,200776148
GTM,3,BOG,308,809216,1564007302
GTM,3,BOG,44,215576,416338918
GTM,3,BOG,35,455,8773538
GTM,3,BOG,15683,333786,643809739
GTM,3,BOG,7,2107,403568459
GTM,3,BOG,64,3498,669996426
GTM,3,BOG,255,890,17046793
GTM,3,BOG,4,5232,9884085
GTM,3,BOG,1058,2540226,4804745939
GTM,3,BOG,140,180,3400488
GTM,3,BOG,56,16675,32153569
GTM,3,BOG,3,2298,4431119
GTM,3,BOG,5,525,1006320
GTM,3,BOG,84,14069,2701093241
GTM,3,BOG,14412,667225,12807867858
GTM,3,BOG,70,35681,6850359509
GTM,3,BOG,142,5235525,10060613476
GTM,3,BOG,9,2520,4830336
GTM,3,BOG,15,1020,19582878
GTM,3,BOG,28,108105,2088621032
GTM,3,BOG,101,21664,4161374196
GTM,3,BOG,45000,571835,1100708037
GTM,3,BOG,38,6170,119230314
GTM,3,BOG,84,609408,1173031177
GTM,3,BOG,11,11,2119414
GTM,3,BOG,40,133,2562564
GTM,3,BOG,40,2,385348
GTM,3,BOG,40,6,1156044
GTM,3,BOG,40,5,96337
GTM,3,BOG,11,55,1059707
GTM,3,BOG,69,69,1329451
GTM,3,BOG,43,10,192674
GTM,3,BOG,1,600,1150080
GTM,3,BOG,3,1050,2012640
GTM,3,BOG,6,1180,2261824
GTM,3,BOG,29,2200,4250466
GTM,3,BOG,11,1800,3478986
GTM,3,BOG,32,125325,24208886
GTM,3,BOG,432,2696,51741632
GTM,3,BOG,242523,2861771,5529027425
GTM,3,BOG,2,496,9519232
GTM,3,BOG,2,7769,149102648
GTM,3,BOG,1,83069,1601777993
GTM,3,BOG,5,320,614144
GTM,3,BOG,53,884,16965728
GTM,3,BOG,11234,30585,581488137
GTM,3,BOG,3,2250,4339467
GTM,3,BOG,12,212464,410644045
GTM,3,BOG,12,312,60302424
GTM,3,BOG,468,136032,262132304
GTM,3,BOG,40,20172,38871242
GTM,3,BOG,63,3605,6946799
GTM,3,BOG,62,45000,86256000
GTM,3,BOG,19,405,77572485
GTM,3,BOG,1589,1187574,2288443222
GTM,3,BOG,157,522272,1000344121
GTM,3,BOG,1010,233211,4466853532
GTM,3,BOG,300,22008,4245629304
GTM,3,BOG,14522,446688,860763309
GTM,3,BOG,4868,2112,406980288
GTM,3,BOG,59843,476682,918561447
GTM,3,BOG,3307,139675,269152328
GTM,3,BOG,1263555,1286122,24780227023
GTM,3,BOG,1282,20928,40328047
GTM,3,BOG,3188,590319,1131523459
GTM,3,BOG,80,76,1456768
GTM,3,BOG,1113,146815,281414992
GTM,3,BOG,4712,121638,2350082651
GTM,3,BOG,296,30056,571430683
GTM,3,BOG,49,1225,23289945
GTM,3,BOG,105,920372,1762852918
GTM,3,BOG,5,515,98874335
GTM,3,BOG,188,81965,15777197
GTM,3,BOG,9,1292,248049788
GTM,3,BOG,150,867195,16649190086
GTM,3,BOG,434,8415,16129872
GTM,3,BOG,22,1035,1983888
GTM,3,BOG,41655,91363,176583666
GTM,3,BOG,802,19084,36884983
GTM,3,BOG,30238,664892,1285083311
GTM,3,BOG,28377,67578,130612731
GTM,3,BOG,5074,12432,24028197
GTM,3,BOG,18048,25856,49973701
GTM,3,BOG,38589,98656,190679357
GTM,3,BOG,3039,6131,11849813
GTM,3,BOG,128,91975,177766521
GTM,3,BOG,47,697,13471407
GTM,3,BOG,151,119365,230705091
GTM,3,BOG,350000,8225,1586709425
GTM,3,BOG,685,36526,7046742024
GTM,3,BOG,248,1015704,1959536785
GTM,3,BOG,210,966324,1864270914
GTM,3,BOG,208,412128,795093823
GTM,3,BOG,50141,161003,310568347
GTM,3,BOG,2579,3156012,6099845313
GTM,3,BOG,68,1678,32163904
GTM,3,BOG,21465,297282,574577731
GTM,3,BOG,11275,444189,858515174
GTM,3,BOG,303,132,2530176
GTM,3,BOG,140,3220,6208965
GTM,3,BOG,3,223,4274464
GTM,3,BOG,15,40088,76817427
GTM,3,BOG,219,3900,7475520
GTM,3,BOG,100,200,383978
GTM,3,BOG,1200,16100,30910229
GTM,3,BOG,153,7560,145850544
GTM,3,BOG,1,3420,66100734
GTM,3,BOG,189000,1461537,2778703375
GTM,3,BOG,3,147927,285908868
GTM,3,BOG,6,74936,1438171712
GTM,3,BOG,16221,3720,71283384
GTM,3,BOG,90,4200,8092308
GTM,3,BOG,10,310,5972894
GTM,3,BOG,2,9850,190377845
GTM,3,BOG,700,2702,518754278
GTM,3,BOG,20,881,1688701
GTM,3,BOG,13,349,668963
GTM,3,BOG,13,2224,4262963
GTM,3,BOG,66873,93754,179707668
GTM,3,BOG,43,24,460032
GTM,3,BOG,30,15,28752
GTM,3,BOG,112,74,1418432
GTM,3,BOG,47,75,14376
GTM,3,BOG,118419,152551,2942411534
GTM,3,BOG,5722,256758,495612073
GTM,3,BOG,3161,11914,230221787
GTM,3,BOG,111,141,2717056
GTM,3,BOG,24354,104149,201034746
GTM,3,BOG,73589,1387264,2677822334
GTM,3,BOG,3229,17311,33458181
GTM,3,BOG,806,7357,14219389
GTM,3,BOG,4972,33177,63988957
GTM,3,BOG,13937,161883,312882606
GTM,3,BOG,3898,21889,42306403
GTM,3,BOG,2414,788,15216442
GTM,3,BOG,79,45511,87791369
GTM,3,BOG,5592,369553,712643436
GTM,3,BOG,5176,67713,130867545
GTM,3,BOG,51,4224,816402
GTM,3,BOG,9791,86179,16630693
GTM,3,BOG,37,24,4638648
GTM,3,BOG,64,113652,219006267
GTM,3,BOG,45,3257,62762064
GTM,3,BOG,96,91245,175828203
GTM,3,BOG,282,29794,57584949
GTM,3,BOG,41,7835,15143253
GTM,3,BOG,391,2200,4216960
GTM,3,BOG,424771,5004281,9582173765
GTM,3,BOG,26253,1282833,2452393146
GTM,3,BOG,19968,735881,1411358375
GTM,3,BOG,234,3578,6843819
GTM,3,BOG,31888,1245307,2376767751
GTM,3,BOG,100076,2285325,4381527662
GTM,3,BOG,1965,62113,118828505
GTM,3,BOG,4455,21647,41692618
GTM,3,BOG,2834,27028,51754825
GTM,3,BOG,24909,213167,40915638
GTM,3,BOG,682,3827,7347419
GTM,3,BOG,13000,7670,146969236
GTM,3,BOG,35754,26401,506387468
GTM,3,BOG,5606,264333,504316752
GTM,3,BOG,53,560649,107417395
GTM,3,BOG,15732,186757,358143027
GTM,3,BOG,29702,251343,48102964
GTM,3,BOG,144,1927,3663651
GTM,3,BOG,14763,89476,171509295
GTM,3,BOG,50065,511665,982473915
GTM,3,BOG,189,7544,14546718
GTM,3,BOG,1427,92562,175980726
GTM,3,BOG,300,104622,20038984
GTM,3,BOG,1410,763179,1463581719
GTM,3,BOG,21265,1423518,2744886261
GTM,3,BOG,5716,394714,761107271
GTM,3,BOG,720,232523,448592673
GTM,3,BOG,605,6347,12228596
GTM,3,BOG,37,3772,7237289
GTM,3,BOG,45,3339,64417324
GTM,3,BOG,2700,3471606,6686860898
GTM,3,BOG,738,26960,520093448
GTM,3,BOG,1029,8341647,16050403456
GTM,3,BOG,3653,927368,1788197346
GTM,3,BOG,300,44135,85103314
GTM,3,BOG,860,258,49051476
GTM,3,BOG,355,923,17548261
GTM,3,BOG,655,1643,31237045
GTM,3,BOG,22,23801,4525093722
GTM,6,CTG,470442,4875287,9343973218
GTM,6,CTG,17848,751613,1441262984
GTM,6,CTG,37526,1772367,3398519831
GTM,6,CTG,1041,1327,25428239
GTM,6,CTG,28491,1295723,249033207
GTM,6,CTG,558936,2573159,4945493228
GTM,6,CTG,49555,173174,331839482
GTM,6,CTG,135068,279279,535380379
GTM,6,CTG,49302,300928,576644253
GTM,6,CTG,2573,29718,57227752
GTM,6,CTG,15222,67701,12973001
GTM,6,CTG,1142,159775,306621538
GTM,6,CTG,7733,434274,834570776
GTM,6,CTG,2911,888571,1707133167
GTM,6,CTG,9093,145476,280000635
GTM,6,CTG,68013,2632425,5044305434
GTM,6,CTG,2378,91613,176383405
GTM,6,CTG,5105,28924,55424747
GTM,6,CTG,18576,1217884,2333733679
GTM,6,CTG,60,5894,11356206
GTM,6,CTG,1207,87327,168256424
GTM,6,CTG,642414,6957003,1338663499
GTM,6,CTG,15924,619256,1191306664
GTM,6,CTG,24697,927002,1785019993
GTM,6,CTG,1572,25038,48239029
GTM,6,CTG,7069,288772,555600839
GTM,6,CTG,584584,3413066,6574838053
GTM,6,CTG,237414,603163,1161795128
GTM,6,CTG,118391,503119,969071245
GTM,6,CTG,581,3395,6541282
GTM,6,CTG,883,10202,19620384
GTM,6,CTG,12549,55814,107340927
GUF,3,BOG,4200,1512,291751344
GUF,3,BOG,1100,209,40319843
GUF,3,BOG,2470,5928,114314854
GUF,3,BOG,1620,518,99915246
GUF,3,BOG,850,153,29514501
GUF,3,BOG,400,136,26231952
GUF,3,BOG,2750,11357,219048306
GUF,3,BOG,52,5355,103345389
HTI,3,BOG,8568,16975,322732095
HTI,3,BOG,1000,14620,28191015
HTI,3,BOG,75,3975,76647938
HTI,6,CTG,1000,1000,1926990
HND,3,BOG,1748,21312,411159629
HND,3,BOG,188,16262,31332646
HND,3,BOG,66,208954,401564515
HND,3,BOG,164,31472,60575574
HND,3,BOG,122,12066,23276342
HND,3,BOG,248,260093,500543612
HND,3,BOG,229,327039,630608625
HND,3,BOG,81,10166,19540768
HND,3,BOG,257,743386,1431737449
HND,3,BOG,240,191568,369438105
HND,3,BOG,244,67908,1307896295
HND,3,BOG,42,1294,24951555
HND,3,BOG,42,12716,24519627
HND,3,BOG,231,387324,745912082
HND,3,BOG,245,422712,814334543
HND,3,BOG,82,13788,265092
HND,3,BOG,228,390252,750026328
HND,3,BOG,47,32904,63476094
HND,3,BOG,134,866,166793673
HND,3,BOG,63,20628,39770526
HND,3,BOG,219,61974,119781488
HND,3,BOG,51,40896,79042562
HND,3,BOG,376,24525,472594298
HND,3,BOG,85,42325,81559852
HND,3,BOG,240,95625,184268419
HND,3,BOG,95,3785,72936572
HND,3,BOG,72,1125,215987625
HND,3,BOG,336,2295,440614755
HND,3,BOG,10104,7705496,14793704715
HND,3,BOG,17,3261,626076129
HND,3,BOG,4599,14593,2801695477
HND,3,BOG,32,4641,8946852
HND,3,BOG,1150,369,71105931
HND,3,BOG,24,64056,123572351
HND,3,BOG,1000,137715,264302628
HND,3,BOG,242,442218,851776584
HND,3,BOG,41,785,15136763
HND,3,BOG,243,451448,868828373
HND,3,BOG,285,659416,1269460834
HND,3,BOG,262,577704,1110155927
HND,3,BOG,210,2852,548076855
HND,3,BOG,224,358669,689326899
HND,3,BOG,153,190664,366789487
HND,3,BOG,181,346232,665302293
HND,3,BOG,171,69914,134367179
HND,3,BOG,178,105453,203016582
HND,3,BOG,20,2084,4017389
HND,3,BOG,71,104847,20201056
HND,3,BOG,240,638996,1228942336
HND,3,BOG,71,379387,730938966
HND,3,BOG,745,1059,204068242
HND,3,BOG,280,102575,197660999
HND,3,BOG,685,1428,275174172
HND,3,BOG,26,1,192896
HND,3,BOG,904,2525678,4801869527
HND,3,BOG,93,201474,388492241
HND,3,BOG,200,336,647892
HND,3,BOG,13629,395241,763771613
HND,3,BOG,48,170641,329038508
HND,3,BOG,40,7132,13752279
HND,3,BOG,44,2694,51947055
HND,3,BOG,40,8415,16226224
HND,3,BOG,9407,1392,266737824
HND,3,BOG,1,2685,517735125
HND,3,BOG,140,6840,131806116
HND,3,BOG,250,224,43164576
HND,3,BOG,1,8625,166181325
HND,3,BOG,3,102,19616538
HND,3,BOG,1,990,19039581
HND,3,BOG,197,1051875,2032664288
HND,3,BOG,9,355317,686483104
HND,3,BOG,2602,2678,515260994
HND,3,BOG,216366,381308,7355278797
HND,3,BOG,2243,2119465,4061361222
HND,3,BOG,2223,16434,317005286
HND,3,BOG,3222,1000,1928960
HND,3,BOG,5285,93984,1800940205
HND,3,BOG,2891,1655092,3171520392
HND,3,BOG,28472,3457935,6670218297
HND,3,BOG,293,227238,43611517
HND,3,BOG,4500,1269,244052811
HND,3,BOG,68,327153,632311504
HND,3,BOG,98,5336,1029383768
HND,3,BOG,33,380,7281636
HND,3,BOG,44784,5003818,9588416129
HND,3,BOG,270,18954,363765168
HND,3,BOG,940,29325,557532765
HND,3,BOG,121,29958,56956749
HND,3,BOG,16,1249,23940832
HND,3,BOG,155,810,15624576
HND,3,BOG,16,192,3680256
HND,3,BOG,214,1192125,2303686193
HND,3,BOG,210,1050,20233395
HND,3,BOG,3,600,1153914
HND,3,BOG,2,200,385792
HND,3,BOG,2187,2418854,4664155226
HND,3,BOG,7,612271,1156677882
HND,3,BOG,20,29977,56631349
HND,3,BOG,4,84879,160350012
HND,3,BOG,48,20425,3915064
HND,3,BOG,20,20,385826
HND,3,BOG,5500,3245,62103754
HND,3,BOG,775,2325,44203365
HND,3,BOG,530,1332,2532425
HND,3,BOG,9,2500,4753050
HKG,3,BOG,136,473015,9049692783
HKG,3,BOG,47,4908,9463851
HKG,3,BOG,50,13731,264768008
HKG,3,BOG,1,14000,26948180
HKG,3,BOG,3,3318408,6370978335
HKG,3,BOG,18,4396,8496457
HKG,3,BOG,194,10715,20709631
HKG,3,BOG,17461,5258,101432498
HKG,3,BOG,55609,4130525,792530718
HKG,3,BOG,3600,1739,33374888
HKG,3,BOG,291,13479,25941254
HKG,3,BOG,174,16944,32609886
HKG,3,BOG,44448,35256,6755825232
HKG,3,BOG,28647,2732459,5259707043
HKG,3,BOG,27675,2653,508373166
HKG,3,BOG,5429,195173,376055904
HKG,3,BOG,1583,107,20494459
HKG,3,BOG,3500,1724,332552704
HKG,3,BOG,180,2319,447161175
HKG,3,BOG,9238,62807,121345009
HKG,3,BOG,181975,3472166,6698641534
HKG,3,BOG,462465,6703643,12866100403
HKG,3,BOG,190,47907,9050398812
HKG,3,BOG,440,12688,2430221456
HKG,3,BOG,345,4567,880631775
HKG,3,BOG,937549,7318901,14118738051
HKG,3,BOG,80216,6017038,1154789933
HKG,3,BOG,3049,93840,180946980
HKG,3,BOG,6371,104283,19974052971
HKG,3,BOG,2,2700,5206275
HKG,3,BOG,9587,50000,95811000
HKG,3,BOG,38063,4109609,7763708938
HKG,3,BOG,1174114,1243,238186146
HKG,3,BOG,600373,25250,48384555
HKG,3,BOG,38,2892,554170824
HKG,3,BOG,4,6160,118039152
HKG,3,BOG,4,8715,168046988
HKG,3,BOG,1,113283,218437945
HKG,3,BOG,2,289244,5585243723
HKG,35,BUN,3847,187882,360132218
HKG,35,BUN,55297,1066368,2044014182
HUN,3,BOG,152,8900,17159893
HUN,3,BOG,52,4160,79090752
HUN,3,BOG,5960,162062,313228572
HUN,3,BOG,4680,18448,354790091
HUN,3,BOG,3000,405,7803297
HUN,3,BOG,34680,50182,966876667
HUN,3,BOG,300,12,23139
HUN,3,BOG,420,168,323946
HUN,3,BOG,1200,3725,71982645
HUN,3,BOG,4200,588,113626296
HUN,3,BOG,200,2,385348
HUN,3,BOG,360,504,971838
HUN,3,BOG,5120,6888,13281786
HUN,3,BOG,300,30,57504
HUN,3,BOG,300,30,57504
HUN,3,BOG,42550,146755,2831094732
HUN,3,BOG,2400,360,690912
HUN,3,BOG,35600,6104,117147968
HUN,3,BOG,1100,14168,27331914
HUN,3,BOG,1600,688,132559712
HUN,3,BOG,5350,2323,447932475
HUN,3,BOG,31800,928878,1791768507
