DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES
AFG;BOG;5;1000;1893770
AFG;BOG;5;3500;6614825
DEU;BOG;40;667;12536132
DEU;BOG;135;52931;994827559
DEU;BOG;40;4465;8391878
DEU;BOG;52;105705;198670433
DEU;BOG;16;5000;9427600
DEU;BOG;10600;1590;29946378
DEU;BOG;49120;7368;1387703856
DEU;BOG;8;101633;1917132053
DEU;BOG;17150;29155;550046739
DEU;BOG;12000;1920;361348992
DEU;BOG;68800;11696;2206059536
DEU;BOG;167160;27394;5157630373
DEU;BOG;1701;6117;1153036149
DEU;BOG;51;1292;24353812
DEU;BOG;52;1092;20583872
DEU;BOG;4244;2904;547395288
DEU;BOG;1179;4386;82674784
DEU;BOG;99835;55343;1043198947
DEU;BOG;18;90;1696473
DEU;BOG;20;65;12252305
DEU;BOG;2399;8492;160071652
DEU;BOG;1289;1247;235055759
DEU;BOG;21939;147854;2787750245
DEU;BOG;9;46;8670862
DEU;BOG;225;864;16286141
DEU;BOG;35;1218;22958935
DEU;BOG;80;4500;8474130
DEU;BOG;2883;45172;8506520008
DEU;BOG;21760;37888;717511578
DEU;BOG;14695;81908;153977211
DEU;BOG;15242;44644;845838618
DEU;BOG;17690;8500;16097045
DEU;BOG;5705;19185;361673702
DEU;BOG;21782;67768;127863307
DEU;BOG;3;24;4545
DEU;BOG;45;1825;3430781
DEU;BOG;135;1575;2960811
DEU;BOG;100;687898;1293165692
DEU;BOG;48;58523;110076496
DEU;BOG;61;9345;17577104
DEU;BOG;30;1500;2819820
DEU;BOG;41;1230;23122524
DEU;BOG;164701;500;941055
DEU;BOG;28541;323288;60879656432
DEU;BOG;34329;30000;56532900
DEU;BOG;30266;7500;14115825
DEU;BOG;466;14620;27631069
DEU;BOG;10868;888442;1670164347
DEU;BOG;162;2766609;5239321126
DEU;BOG;1610;677635;127360143
DEU;BOG;90;46338;87109879
DEU;BOG;26;320;6015616
DEU;BOG;114518;426569;804420666
DEU;BOG;6705;27185;512488902
DEU;BOG;350;350;657818
DEU;BOG;43;8;1505872
DEU;BOG;40;1;188234
DEU;BOG;42;7;1317638
DEU;BOG;8;8;1503584
DEU;BOG;1;21884;41250683
DEU;BOG;7;14012;26419906
DEU;BOG;2;757;14273386
DEU;BOG;1;903;1702128
DEU;BOG;10;100966;190317881
DEU;BOG;6;32022;60378121
DEU;BOG;73;220408;415462468
DEU;BOG;12;74252;140003631
DEU;BOG;3;13918;26235012
DEU;BOG;20;802182;1512089005
DEU;BOG;2;24524;46227004
DEU;BOG;4;83044;156535449
DEU;BOG;10;477009;899147655
DEU;BOG;7;35605;6713394
DEU;BOG;44;44445;83777492
DEU;BOG;50;2500;4711075
DEU;BOG;20000;3400;6395094
DEU;BOG;316;11277;212940928
DEU;BOG;1136;3835;72405145
DEU;BOG;3;12;2258808
DEU;BOG;4113;9178;173246139
DEU;BOG;218;11274;213051116
DEU;BOG;17940;192837;363840995
DEU;BOG;123299;16733;3168845341
DEU;BOG;16190;3219;606842661
DEU;BOG;120156;6100;11521241
DEU;BOG;18040;34508;650027196
DEU;BOG;34606;7518;1423736286
DEU;BOG;98563;5300;10036981
DEU;BOG;4670;329353;619005789
DEU;BOG;17224;276838;520311484
DEU;BOG;25488;900;1694106
DEU;BOG;2655;2000;3771680
DEU;BOG;541;19752;373667027
DEU;BOG;3456;11205;211393115
DEU;BOG;6228;13714;259150152
DEU;BOG;280;1450;274198614
DEU;BOG;600;2600;49114296
DEU;BOG;14;100;187946
DEU;BOG;25950;130275;2461116218
DEU;BOG;3000;474;89321982
DEU;BOG;32640;4944;931662192
DEU;BOG;11360;20048;377371523
DEU;BOG;43800;7659;1444522726
DEU;BOG;38400;6720;1267312704
DEU;BOG;9360;41936;790573278
DEU;BOG;49;2698188;507911194
DEU;BOG;3;7811955;14704755375
DEU;BOG;1;22543;42533682
DEU;BOG;1055061;360;6779304
DEU;BOG;309;3000;5649420
DEU;BOG;6;360;6779304
DEU;BOG;6;5000;9415700
DEU;BOG;20320;88744;1672993014
DEU;BOG;5500;20438;386108565
DEU;BOG;2100;357;67191327
DEU;BOG;10920;19164;36068756
DEU;BOG;1;1;188497
DEU;BOG;36;216;408061
DEU;BOG;765;459;867129
DEU;BOG;132;12093035;22796439747
DEU;BOG;26;260;4909915
DEU;BOG;1;253395;4769755443
DEU;BOG;19600;33248;628111242
DEU;BOG;2;306594;578475427
DEU;BOG;4;139343;2629095855
DEU;BOG;4;664925;1254567192
DEU;BOG;132;9668;1817061928
DEU;BOG;6;18000;33830280
DEU;BOG;9000;3432;646019088
DEU;BOG;14450;2166;407518506
DEU;BOG;2560;4096;77091226
DEU;BOG;34680;56064;1057097933
DEU;BOG;84000;13686;2582247108
DEU;BOG;75840;113616;2137943409
DEU;BOG;83040;134304;2527749014
DEU;BOG;159160;269924;5112175449
DEU;BOG;150;30;565656
DEU;BOG;4560;12102;228308102
DEU;BOG;5080;15896;298758962
DEU;BOG;2500;1160;21835144
DEU;BOG;3000;4485;84516686
DEU;BOG;68160;10224;1925149008
DEU;BOG;43200;7542;1421457168
DEU;BOG;13750;2448;461308464
DEU;BOG;60;3138;589906344
DEU;BOG;640;96;18090528
DEU;BOG;165920;268624;5052575678
DEU;BOG;339480;554328;1044592313
DEU;BOG;92700;16686;3160428516
DEU;BOG;43380;69822;1322470573
DEU;BOG;91350;14247;2681769798
DEU;BOG;500;2500;4735150
DEU;BOG;100;348;65913288
DEU;BOG;256;6336;120007642
DEU;BOG;175;588;111370728
DEU;BOG;570;26567;50319492
DEU;BOG;6960;2216;417126544
DEU;BOG;1;1203;226273473
DEU;BOG;410;168511;317194996
DEU;BOG;95;40928;77040412
DEU;BOG;4725;200665;377719756
DEU;BOG;322021;277069112;52257655938
DEU;BOG;2376;100;188365
DEU;BOG;388654;820018;1545519004
ABW;BOG;74417;215543;405187529
ABW;BOG;143366;442203;831264918
ABW;BOG;2604;22173;41678253
ABW;BOG;1522;68492;128756741
ABW;BOG;240;8232;15475172
ABW;BOG;200;3769;7085268
ABW;BOG;1323;45027;84645357
ABW;BOG;82108;128818;242160014
ABW;BOG;190614;271841;511006832
ABW;BOG;14035;18592;34950729
ABW;BOG;739917;989367;1859823349
ABW;BOG;3371;127343;239380056
ABW;BOG;4846;7799;14660748
ABW;BOG;27925;68174;128151658
ABW;BOG;60141;151066;283973258
ABW;BOG;12543;2019;37954776
ABW;BOG;3363;2982;5605803
ABW;BOG;2285;7117;13377989
ABW;BOG;46037;504;94745952
ABW;BOG;2702;5033;946119
ABW;BOG;3882;8625;16213965
ABW;BOG;35511;7167;134727404
ABW;BOG;84668;25121;472222152
ABW;BOG;10004;306;57524328
ABW;BOG;33577;98466;185098368
ABW;BOG;3146;764;14361748
ABW;BOG;5904;14369;27010664
ABW;BOG;46827;86902;163364159
ABW;BOG;23867;110328;207394924
ABW;BOG;8382;28987;54490266
ABW;BOG;27781;58268;109534928
ABW;BOG;19584;46631;87660684
ABW;BOG;512;20338;38232362
ABW;BOG;2026;7366;13846848
ABW;BOG;101381;302627;568876338
ABW;BOG;4287;435;8177478
ABW;BOG;2397;245;4605706
ABW;BOG;8493;22776;42813203
ABW;BOG;2629;18007;33850999
ABW;BOG;2000;12500;23530254
ABW;BOG;1000;3150;5966289
ABW;BOG;55;1542;292064052
ABW;BOG;35;9756;184784494
ABW;BOG;142;32588;617236273
ABW;BOG;50;1650;3125199
ABW;BOG;100;1559;295283954
ABW;BOG;50;1861;352484566
ABW;BOG;190;44294;838954937
ABW;BOG;305;615446;1163070855
ABW;BOG;10;68;12879608
ABW;BOG;11761;31417;5906019
ABW;BOG;20872;64332;12093644
ABW;BOG;1302;11396;21423112
ABW;BOG;3166;5181;9739658
ABW;BOG;36981;55892;105070253
ABW;BOG;86362;167852;315541618
ABW;BOG;1136;2165;406994
ABW;BOG;6358;2503;47053396
ABW;BOG;636;115;2161862
ABW;BOG;6623;17093;32132789
ABW;BOG;118;33208;62427055
ABW;BOG;493;149;2801021
ABW;BOG;24554;68617;128991726
ABW;BOG;50;1841;347356198
ABW;BOG;61;2762;521128636
ABW;BOG;50;4528;85433398
ABW;BOG;80;256;4820838
ABW;BOG;1502;122;22974308
ABW;BOG;458;20;376628
ABW;BOG;916;160;3013024
ABW;BOG;1758;150;282471
ABW;BOG;100;2422;45623214
ABW;BOG;27500;4693;883757602
ABW;BOG;300;858;161293704
ABW;BOG;383;8605;161763674
ABW;BOG;4185;6991;1314224108
ABW;BOG;72;432;81210816
ABW;BOG;456;3336;62794862
ABW;BOG;275;85;1599989
ABW;BOG;24850;100215;1898132229
ABW;BOG;3600;676;128038456
ABW;BOG;2490;5976;113189026
ABW;BOG;1948;4673;88509424
ABW;BOG;3600;1192;225771952
ABW;BOG;3850;681;128985486
ABW;BOG;800;252;47730312
ABW;BOG;11400;2394;453437964
ABW;BOG;361;14716;27872987
ABW;BOG;13573;11569915;21790257453
ABW;BOG;3175;2730036;5148095726
AGO;BOG;3;3182721;5997614934
ANT;BOG;5000;840;15838368
ANT;BOG;1000;240;4525248
ANT;BOG;1260;3528;66521146
ANT;BOG;600;150;282828
ANT;BOG;19700;274655;517955385
ANT;BOG;46;92;173175
ANT;BOG;77;154;289881
ANT;BOG;568;15;282351
ANT;BOG;446;5056;9551644
ANT;BOG;42;996;18816133
ANT;BOG;60;156697;296027271
ANT;BOG;42;7924;14969783
ANT;BOG;950;234;44206578
ANT;BOG;360;117;22103289
ANT;BOG;2150;407;76889219
ANT;BOG;702;30147;56672742
ANT;BOG;363;96098;180650725
ANT;BOG;134639;472004;887273705
ANT;BOG;11118;46557;875339456
ANT;BOG;3798;97126;182676982
ANT;BOG;1507;40733;76605817
ANT;BOG;760;25452;47895313
ANT;BOG;442;7142;13424353
ANT;BOG;2413;88556;166553445
ANT;BOG;600;11406;2143963
ANT;BOG;1150;24378;45852147
ANT;BOG;10003;214355;40318575
ANT;BOG;6088;267007;501885806
ANT;BOG;3657;8806;16554223
ANT;BOG;12967;65037;122319065
ANT;BOG;60152;99319;186693045
ANT;BOG;571902;862053;1621645611
ANT;BOG;87691;17804;334682859
ANT;BOG;703;12756;23979749
ANT;BOG;4725825;4116048;7743095648
ANT;BOG;6167;6195;11644087
ANT;BOG;6996;19124;35948511
ANT;BOG;11359;1749;32893408
ANT;BOG;1417;8118;15258701
ANT;BOG;53095;248819;46811579
ANT;BOG;3255;210;3946908
ANT;BOG;33071;25838;48563685
ANT;BOG;30942;145326;273177725
ANT;BOG;628961;1285412;241804718
ANT;BOG;3515;17046;32039889
ANT;BOG;836;3115;5855826
ANT;BOG;95878;146066;274571813
ANT;BOG;34915;30679;57672441
ANT;BOG;3408;13278;24961047
ANT;BOG;1108091;1170977;2202208992
ANT;BOG;10359;12567;23621425
ANT;BOG;109484;163824;307939427
ANT;BOG;24415;270;5075676
ANT;BOG;4069;38;7143544
ANT;BOG;9723;110;2067868
ANT;BOG;21581;47766;89788314
ANT;BOG;2272;5792;10888265
ANT;BOG;54252;106785;200873878
ANT;BOG;212414;765821;1439976347
ANT;BOG;25;765;14378022
ANT;BOG;5804;17381;32670755
ANT;BOG;7952;13858;26048392
ANT;BOG;1872;667;125388
ANT;BOG;29156;59091;111065382
ANT;BOG;1136;672;126314496
ANT;BOG;8314;31843;59854716
ANT;BOG;1551;39336;7393466
ANT;BOG;40123;133478;250883397
ANT;BOG;10;3601;68717523
ANT;BOG;4221;34672;65172846
ANT;BOG;9402;20532;3859359
ANT;BOG;533;5909;11107511
ANT;BOG;53201;242619;456066663
ANT;BOG;26981;175247;32944333
ANT;BOG;33972;102712;19307275
ANT;BOG;2425;14856;27927497
ANT;BOG;17;151382;288880757
ANT;BOG;14299;945;17764866
ANT;BOG;4120;76106;143070147
ANT;BOG;6360;50524;94979057
ANT;BOG;150;887017;1670829572
ANT;BOG;3000;1650;31093095
ANT;BOG;67;993;187046445
ANT;BOG;951;2698;50719162
ANT;BOG;96;45008;84609639
ANT;BOG;80;16456;30935305
ANT;BOG;96;10488;19716181
ANT;BOG;227;66855;125679377
ANT;BOG;9;1752;330563856
ANT;BOG;6000;1080;20351844
ANT;BOG;8;300;565329
ANT;BOG;16;164;31295956
ANT;BOG;36;3375;64404788
ANT;BOG;30;486;91583298
ANT;BOG;43;516;97236588
ANT;BOG;44;374;71370046
ANT;BOG;42;160;3053264
ANT;BOG;42;798;152281542
ANT;BOG;51;21516;405453959
ANT;BOG;41;5898;111143681
ANT;BOG;41;24;4522632
ANT;BOG;46;68;12976372
ANT;BOG;42000;198744;374445621
ANT;BOG;600;4416;830155
ANT;BOG;902;5964;11211604
ANT;BOG;2;12052;2272428704
ANT;BOG;9;19062;35834273
ANT;BOG;264;1750;32977525
ANT;BOG;27;11595;21792571
ANT;BOG;4722;10287;19334211
ANT;BOG;29467;104669;196723292
ANT;BOG;33091;54706;102818833
ANT;BOG;22106;332632;625281696
ANT;BOG;28861;5694;10701759
ANT;BOG;1263146;105011;1973998514
ANT;BOG;1272;3264;6134623
ANT;BOG;18984;85314;160372895
ANT;BOG;14;737;1385177
ANT;BOG;884;39738;74686776
ANT;BOG;219147;450067;846049345
ANT;BOG;42443;6352;11938457
ANT;BOG;6302;2143;40277256
ANT;BOG;4701;10266;19294742
ANT;BOG;135;1636;307483
ANT;BOG;21041;94683;177966653
ANT;BOG;4297;26144;49137125
ANT;BOG;2397;245;4604726
ANT;BOG;5662;17643;33159666
ANT;BOG;3677;24202;45487175
ANT;BOG;700;1134;21360591
ANT;BOG;1300;845;159168425
ANT;BOG;38;58;1092517
ANT;BOG;45;66;1243209
ANT;BOG;70;3925;73933263
ANT;BOG;42;188;3541262
ANT;BOG;25;10375;19542869
ANT;BOG;2;15;2825475
ANT;BOG;10;579;10906334
ANT;BOG;8;52;979498
ANT;BOG;3;24;452076
ANT;BOG;75;30;563838
ANT;BOG;157;102;19170492
ANT;BOG;32;22720;427849408
ANT;BOG;148;18991;357680292
ANT;BOG;4700;12025;226447585
ANT;BOG;7650;9045;170330013
ANT;BOG;1950;2311;43676745
ANT;BOG;4900;630;11875311
ANT;BOG;866;251;47312747
ANT;BOG;3625;83025;156499634
ANT;BOG;2400;720;13571784
ANT;BOG;1400;252;47501244
ANT;BOG;200;64;12063808
ANT;BOG;9320;234075;441224353
ANT;BOG;464;2403;452958291
ANT;BOG;1200;780;14704482
ANT;BOG;400;112;21114128
ANT;BOG;336;936;17645378
ANT;BOG;100;63;11876697
ANT;BOG;500;150;2827785
ANT;BOG;180;80;1508152
ANT;BOG;125;484;912432
ANT;BOG;7;72;13573368
ANT;BOG;4880;6088;115060156
ANT;BOG;19361;16524341;3109606384
ANT;BOG;8555;732504;13813575667
SAU;BOG;2375;52785;99401545
SAU;BOG;3250;1296;244054944
SAU;BOG;2000;1449965;2731226572
SAU;BOG;56666;109398;205611353
SAU;BOG;25200;4780;90522206
SAU;BOG;31300;34430;648995171
SAU;BOG;44400;8880;168192528
SAU;BOG;7825;642;121598652
SAU;BOG;47300;8253;1553495202
SAU;BOG;34000;2940;55340796
SAU;BOG;6000;312;58729008
ARG;BOG;7;800;1507976
ARG;BOG;105400;14528;2734329408
ARG;BOG;95250;166675;3144790565
ARG;BOG;183138;3686353;6981104721
ARG;BOG;81000;11340;213648036
ARG;BOG;2850;855;161164935
ARG;BOG;480300;84061;15880551937
ARG;BOG;15552;2045094;3858642457
ARG;BOG;1512;970704;1833824876
ARG;BOG;11153;22306;420115665
ARG;BOG;9042;196211;369745895
ARG;BOG;1;2065;38942596
ARG;BOG;2;700;1320088
ARG;BOG;484;22064;41589978
ARG;BOG;1080;648;12214606
ARG;BOG;8960;984803;1879289717
ARG;BOG;190;4199;80129097
ARG;BOG;56528;6142588;11721839255
ARG;BOG;1761;357583;682372063
ARG;BOG;3;4247873;8000528966
ARG;BOG;106656;11640;218769144
ARG;BOG;166032;18120;340558152
ARG;BOG;17279;1426554;2681151181
ARG;BOG;300;23978;45160645
ARG;BOG;2;266471;503616866
ARG;BOG;7000;2100;3955665
ARG;BOG;156;9160;173495896
ARG;BOG;107;322;6065353
ARG;BOG;84;249;46902885
ARG;BOG;96;10105;190342833
ARG;BOG;176;440;828806
ARG;BOG;75;18773;354800314
ARG;BOG;10;157894;297911241
ARG;BOG;4;124952;235756935
ARG;BOG;1584;16922;31928091
ARG;BOG;8;9791;1843782374
ARG;BOG;2;880914;1662090917
ARG;BOG;3;811748;1528635129
ARG;BOG;1;10027;18918743
ARG;BOG;77;43179;81469274
ARG;BOG;5;826995;1558414188
ARG;BOG;16;184;34635056
ARG;BOG;200;3078;579716676
ARG;BOG;1;1032545;1944715904
ARG;BOG;1;1540468;2917292084
ARG;BOG;7;952;17962146
ARG;BOG;3;161;30377158
ARG;BOG;50;2050;3867899
ARG;BOG;40;1109457;2090694055
ARG;BOG;2;16884;31909916
ARG;BOG;9;66598;12586689
ARG;BOG;10;5708;107878346
ARG;BOG;3;1732;32733934
ARG;BOG;1;297;5613152
ARG;BOG;77300;19325;3640153625
ARG;BOG;5500;1700;3199978
ARG;BOG;15000;1665;31362773
ARG;BOG;40;364;685649
ARG;BOG;6;34055;6400501
ARG;BOG;2;9741;1841000295
ARG;BOG;4;3696;6946484
ARG;BOG;4;19356;36378828
ARG;BOG;489;93042;175115279
ARG;BOG;67591;57441959;10816333113
ARG;BOG;77936;67698013;1274848362
AUS;BOG;36250;8860;166557368
AUS;BOG;35100;10530;197951364
AUS;BOG;5070;15717;295622625
AUS;BOG;4;180;3388212
AUS;BOG;13;455;8564647
AUS;BOG;283;10132;190718689
AUS;BOG;381;589117;1108918495
AUS;BOG;43;42;7905828
AUS;BOG;366;10039;188968113
AUS;BOG;2;49;9223466
AUS;BOG;1320;2904;54621626
AUS;BOG;150;48;9028368
AUS;BOG;465;1578661;2975129444
AUS;BOG;466;1351137;2545724856
AUS;BOG;82;841;158449446
AUS;BOG;82;5068;95484161
AUS;BOG;809;2545533;4796563184
AUS;BOG;51;244596;46083354
AUS;BOG;155;6638;1250639028
AUS;BOG;50;1736;328808816
AUS;BOG;107;274642;518460927
AUS;BOG;164;8738;164629163
AUS;BOG;290;505105;951648127
AUS;BOG;11;44187;83250959
AUS;BOG;200000;9100;17169698
AUS;BOG;250;300;564702
AUS;BOG;7000;2304;436391424
AUS;BOG;16000;3680;69521456
AUS;BOG;4480;9856;185239578
AUS;BOG;46;85335;16074554
AUS;BOG;50;462;8702694
AUS;BOG;1;2565;4831691
AUS;BOG;50;4484;84465108
AUS;BOG;2;4981;938271
AUS;BOG;14000;2100;3956526
AUS;BOG;107500;19350;364672053
AUS;BOG;194000;34920;658449108
AUS;BOG;200;60;1130982
AUS;BOG;23366;841344;15859082
AUS;BOG;27200;4592;867506864
AUS;BOG;1110;987;185956722
AUS;BOG;5466;867;163312455
AUS;BOG;166;18;3392946
AUS;BOG;3900;1812;342317604
AUS;BOG;89850;406065;7655096774
AUS;BOG;17640;37044;696227162
AUS;BOG;900;2422;45653973
AUS;BOG;22150;7367;1384907596
AUS;BOG;2304;269568;508362117
AUS;BOG;42800;6632;124926984
AUS;BOG;10550;1055;199307435
AUS;BOG;550;209;39483653
AUS;BOG;3000;900;1704654
AUS;BOG;1500;3366;6375406
AUS;BOG;2300;7512;142281787
AUS;BOG;7533;558;105688548
AUS;BOG;750;228;43184568
AUS;BOG;16200;2754;520277418
AUS;BOG;25500;4590;86712903
AUS;BOG;2;6583042;12398632964
AUS;BOG;1;291872;549784693
AUS;BOG;219;12996;244599016
AUS;BOG;29925;101695;1915471021
AUS;BOG;41725;112925;2128243445
AUS;BOG;35175;1332075;2508219632
AUS;BOG;4076;14104;265598066
AUS;BOG;10130;87585;1648647489
AUS;BOG;11500;2070;38980998
AUS;BOG;1800;576;108543168
AUS;BOG;13000;2210;41618941
AUS;BOG;20000;3600;6779304
AUS;BOG;2700;372;70120884
AUS;BOG;23424;70272;1323678528
AUS;BOG;6000;1800;3393936
AUS;BOG;29566;366048;687979895
AUS;BOG;122450;5421075;10223280078
AUS;BOG;2375;928;174452864
AUS;BOG;48675;146025;2750599913
AUS;BOG;52570;19785;3733074521
AUS;BOG;34930;1438875;2709819142
AUS;BOG;112820;3766694;7093212139
AUS;BOG;24900;7719;1453989435
AUS;BOG;13750;3060;57592566
AUS;BOG;42600;12612;2373717132
AUS;BOG;19200;3648;686969472
AUS;BOG;6;151392;285643398
AUS;BOG;4140;17316;325520021
AUS;BOG;38700;1184828;2229976627
AUS;BOG;16250;6413;1206997143
AUS;BOG;3250;780;14680458
AUT;BOG;1070;1906632;3591522698
AUT;BOG;14804;3507395;6606879962
AUT;BOG;15;16247;30604474
AUT;BOG;300;6966;131218542
AUT;BOG;1466;12848;242180946
AUT;BOG;10950;16425;309456855
AUT;BOG;46460;6969;1313001414
AUT;BOG;15;11000;20674060
AUT;BOG;29400;4308;810812988
AUT;BOG;146760;19999;3764031789
AUT;BOG;32880;4932;927664812
AUT;BOG;115820;16121;3032215011
AZE;BOG;37625;14000;26716060
AZE;BOG;412;1400;2671606
BHS;BOG;115;56948;1072934489
BHS;BOG;224;224668;423287992
BHS;BOG;119;45832;863502379
BHR;BOG;12200;3584;674917376
BHR;BOG;93;7245;136629108
BHR;BOG;1260;828;155923992
BHR;BOG;6000;1200;2272872
BHR;BOG;4533;5719;108321291
BHR;BOG;875;1944;36820526
BHR;BOG;875;270;5113962
BHR;BOG;1575;165;3125199
BHR;BOG;3;3297;622859349
BHR;BOG;14600;3796;71742502
BHR;BOG;5000;800;1515016
BHR;BOG;113400;10206;1932929649
BHR;BOG;23850;28125;530690313
BHR;BOG;2900;580;10917572
BHR;BOG;3500;420;7905828
BHR;BOG;2700;270;5082318
BHR;BOG;24150;53865;1015457594
BHR;BOG;5500;8192;154201293
BHR;BOG;300;5;94117
BHR;BOG;300;25;47059
BHR;BOG;168;5;94117
BHR;BOG;100;25;47059
BHR;BOG;225;5;94118
BRB;BOG;9319;7873553;14869196563
BRB;BOG;4;51168;96704962
BRB;BOG;12;111904;211492965
BRB;BOG;52;33176;627009812
BRB;BOG;38;17952;339283824
BRB;BOG;182;1123472;2123305906
BRB;BOG;30;5664;107046768
BRB;BOG;546;1372832;2594583838
BRB;BOG;204;64464;1218337368
BRB;BOG;136;64336;1215918232
BRB;BOG;204;143616;271427059
BEL;BOG;138;7912;149038344
BEL;BOG;11;715;13468455
BEL;BOG;352;2392;45058104
BEL;BOG;14;66;1243242
BEL;BOG;189;952;17932824
BEL;BOG;315;1617;30459429
BEL;BOG;108;1305;24582285
BEL;BOG;660;5600;10548720
BEL;BOG;2038;52000;98018440
BEL;BOG;5574;122481;231482966
BEL;BOG;5;8642;1628991074
BEL;BOG;11120;51354;968120473
BEL;BOG;49;60608;11455949832
BEL;BOG;4;9796;1844998232
BEL;BOG;344;1560;2938572
BEL;BOG;2000;25;470925
BEL;BOG;51;36504;68742143
BEL;BOG;4;830788;1564490114
BEL;BOG;10;2128792;4009409429
BEL;BOG;3;1;188365
BLZ;BOG;1110;2196502;4128237649
BLZ;BOG;6396;3660;69010032
BLZ;BOG;204;456;8701802
BLZ;BOG;1162;260;4961554
BLZ;BOG;764;171;32631759
BLZ;BOG;121;27;5152383
BLZ;BOG;16;3575;6822137
BLZ;BOG;429;960;18319584
BLZ;BOG;10;20175;38018375
BLZ;BOG;10836;20761;391226512
BLZ;BOG;2449;548;104574292
BLZ;BOG;1;25;477073
BLZ;BOG;3;75;1431218
BLZ;BOG;2184;1006;189573658
BMU;BOG;55;41132;775416351
BMU;BOG;22;5728;107983683
BMU;BOG;55;2304;43434778
BLR;BOG;18200;32655;617163173
BLR;BOG;42350;7616;143938592
BLR;BOG;43325;188475;3553111853
BLR;BOG;38133;69255;1304168607
BLR;BOG;31000;5826;1095218088
BLR;BOG;2100;357;67274151
BLR;BOG;10500;1785;336370755
BLR;BOG;2250;5175;97764548
BLR;BOG;14000;2520;47362896
BLR;BOG;34650;6237;1172231676
BLR;BOG;10475;532125;1000331145
BLR;BOG;34366;4506;847073928
BLR;BOG;1400;210;3952431
BLR;BOG;9600;44225;832818665
BLR;BOG;50450;13120;247380224
BOL;BOG;146;353308;665328427
BOL;BOG;47;240;4519536
BOL;BOG;55;510;9604014
BOL;BOG;1;5520;104552112
BOL;BOG;248949;27540187;519383460
BOL;BOG;104;26466;497417884
BOL;BOG;41;28812;543097556
BOL;BOG;116;36531;688544104
BOL;BOG;17;5574;105038128
BOL;BOG;269;62337;1174968382
BOL;BOG;11;6488;122275254
BOL;BOG;41901;183218;3452920327
BOL;BOG;53;7817;147348105
BOL;BOG;523;107332;2027463847
BOL;BOG;782;152703;2882728046
BOL;BOG;41;21735;40850063
BOL;BOG;422;370779;6968643
BOL;BOG;31301;5319;1002615543
BOL;BOG;60;27804;524097059
BOL;BOG;17;45942;865744831
BOL;BOG;53;3978;749834532
BOL;BOG;82;26859;50480416
BOL;BOG;2961;5319458;9999650452
BOL;BOG;5194;139549;2629703221
BOL;BOG;1595;517833;973246411
BOL;BOG;1643;633412;1190483328
BOL;BOG;1163;173824;3269472998
BOL;BOG;218;1090242;205307832
BOL;BOG;44;25486;47993706
BOL;BOG;54;912;171742368
BOL;BOG;131;316512;596036408
BOL;BOG;15000;21090;398425953
BOL;BOG;2338;1791112;3366732101
BOL;BOG;20;20992;395808358
BOL;BOG;2;15935;299950879
BOL;BOG;100;2720;51199648
BOL;BOG;22;1144;215339696
BOL;BOG;81924;336435;6339882071
BOL;BOG;2546;1457174;2738976259
BOL;BOG;64;10626;200017448
BOL;BOG;105;2898;545502132
BOL;BOG;182;6284;1182862456
BOL;BOG;500;6500;12244050
BOL;BOG;752;45936;863436442
BOL;BOG;4394;924;174338472
BOL;BOG;6705;2057;388110646
BOL;BOG;735;6128;1155446656
BOL;BOG;26557;19343016;36358990486
BOL;BOG;31069;653363;1232752241
BOL;BOG;157602;34430;649618354
BOL;BOG;12397;2607;491883546
BOL;BOG;24937;5244;989427432
BOL;BOG;2;684;129533868
BOL;BOG;6800;32000;60156160
BOL;BOG;100;5000;9411700
BOL;BOG;56;393176;740515542
BOL;BOG;159;197913;37205269
BOL;BOG;53;86076;161812551
BOL;BOG;102;1639458;3087787986
BOL;BOG;56;6552;123330917
BOL;BOG;114;770298;1448067804
BOL;BOG;40;9024;16964037
BOL;BOG;4;53204;100756139
BOL;BOG;1;95;1789515
BOL;BOG;10093;2099206;3956412622
BOL;BOG;8150;9090;171104706
BOL;BOG;3;97796;184085323
BOL;BOG;6;8101;153414308
BOL;BOG;2;2540;47924212
BOL;BOG;1;15646;296299254
BOL;BOG;10000;1320;24905496
BOL;BOG;52;760;14339528
BOL;BOG;1;1;187988
BOL;BOG;70;14563;274429541
BOL;BOG;1967;436914;821345891
BOL;BOG;2057;737688;1386764917
BOL;BOG;713;120322;2261909214
BOL;BOG;50;30656;57661177
BOL;BOG;120;53;9980642
BOL;BOG;95;335;6308519
BOL;BOG;25;132;2485745
BOL;BOG;37;120;2259768
BOL;BOG;134;80;1506512
BOL;BOG;6;12033;2263299
BOL;BOG;63;300169;565344298
BOL;BOG;297;705362;1327568874
BOL;BOG;2000;2554744;480830923
BOL;BOG;2;17480;329588896
BOL;BOG;20;15300;28848456
BOL;BOG;88;81648;1538599406
BOL;BOG;799;18942;357846581
BOL;BOG;54301;26145;4926842235
BOL;BOG;1913;3199704;6044784806
BOL;BOG;44;99448;1874027946
BOL;BOG;203;174148;3289951772
BOL;BOG;188;118944;2241416419
BOL;BOG;60209;362566;6849488103
BOL;BOG;68;1392;262972464
BOL;BOG;98;1860;35138562
BOL;BOG;1;4620;8702463
BOL;BOG;150000;942;177615984
BOL;BOG;300;3600;6781320
BOL;BOG;1000;13000;24502010
BOL;BOG;200;38000;71963260
BOL;BOG;110;3280;62115656
