DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES
DOM;BOG;300;21837;4120161486
DOM;BOG;4500;450;8521965
DOM;BOG;522;22986;4334056272
DOM;BOG;339;22852;430879031
DOM;BOG;1134;199685;376510061
DOM;BOG;207;1049;197791047
DOM;BOG;27;10350;19456758
DOM;BOG;5400;12960;244391472
DOM;BOG;3000;8436;158551246
DOM;BOG;196977;600075;1130361278
DOM;BOG;300;12480;234887328
DOM;BOG;95;4131;7765784
DOM;BOG;112;4308;8098523
DOM;BOG;396;456;85722528
DOM;BOG;5614;1017;191288547
DOM;BOG;72;1796;3376264
DOM;BOG;187;20578;38684171
DOM;BOG;2805;38711;727720347
DOM;BOG;10514;19044;3582005
DOM;BOG;24312;59983;112760842
DOM;BOG;87399;158302;2977518148
DOM;BOG;204;493623;929812964
DOM;BOG;175;10675;200915243
DOM;BOG;69;212956;401134569
DOM;BOG;44000;12480;23507952
DOM;BOG;333;2258474;4245660103
DOM;BOG;31;228384;429334514
DOM;BOG;336;231439;4350775473
DOM;BOG;238;502826;94525254
DOM;BOG;122;5446;10251224
DOM;BOG;289;11743;22104319
DOM;BOG;17;551;1037169
DOM;BOG;2373;1065875;2003802346
DOM;BOG;101;204;3837056
DOM;BOG;245;496;9329314
DOM;BOG;396;80;1504728
DOM;BOG;14;225;424314
DOM;BOG;3609;3458822;6522784881
DOM;BOG;37;21725;408938365
DOM;BOG;2862;1413886;2661414173
DOM;BOG;4;19553;3684626
DOM;BOG;2;86467;162941009
DOM;BOG;2;49968;94161198
DOM;BOG;2;879873;1658059077
DOM;BOG;2;86901;163758851
DOM;BOG;20164;2726961;5147977529
DOM;BOG;27831;1065358;2010757774
DOM;BOG;8391;358944;677013248
DOM;BOG;1032;17367;32745826
DOM;BOG;25333;935441;1764539758
DOM;BOG;312781;1922207;3628509493
DOM;BOG;1802;6076;11476257
DOM;BOG;19398;109581;206691592
DOM;BOG;14813;141326;266149414
DOM;BOG;33016;419814;791480621
DOM;BOG;151;185688;350193783
DOM;BOG;2625;88868;167562391
DOM;BOG;1346;18017;33928533
DOM;BOG;3868;19501;36817682
DOM;BOG;80926;859794;1622048166
DOM;BOG;100;54802;103399318
DOM;BOG;240;1386;26150771
DOM;BOG;29;1558;293268572
DOM;BOG;2262;76273;144145855
DOM;BOG;3168;105813;199512528
DOM;BOG;57663;678196;1277483895
DOM;BOG;21694;845859;1594464571
DOM;BOG;1726;63577;119756816
DOM;BOG;8205;304941;574400814
DOM;BOG;27478;660998;1245088883
DOM;BOG;4108;17208;32413849
DOM;BOG;1013;6595;12422672
DOM;BOG;531;274;5161201
DOM;BOG;8980;509601;959792715
DOM;BOG;42;13946;26266175
DOM;BOG;25000;7467;1403392782
DOM;BOG;8900;2536;478249024
DOM;BOG;6000;2040;38471136
DOM;BOG;714646;6461955;12180666196
DOM;BOG;24562;992627;1868097658
DOM;BOG;43016;1638753;3086964212
DOM;BOG;3543;67407;126939386
DOM;BOG;32992;1187412;2235444808
DOM;BOG;270159;2748137;5181256618
DOM;BOG;10943;30734;5789565
DOM;BOG;1768;101506;19131947
DOM;BOG;8617;60465;113926176
DOM;BOG;175461;1012986;1906710966
DOM;BOG;2128;163356;307705529
DOM;BOG;11550;35158;661712234
DOM;BOG;22348;265188;499596686
DOM;BOG;233;10704;20150391
DOM;BOG;6987;676001;1272083523
DOM;BOG;5299;19731;371816883
DOM;BOG;39;3699;6972504
DOM;BOG;235;2810;52967657
DOM;BOG;30;2642;49800907
DOM;BOG;71;3343;63014547
DOM;BOG;74;69927;1318102972
DOM;BOG;42;1464;27595961
DOM;BOG;72;1652;31139704
DOM;BOG;71;2506;47237348
DOM;BOG;71;2032;3830259
DOM;BOG;71;11672;220013698
DOM;BOG;64523;54959454;1034136316
DOM;BOG;187;11975;2257251575
DOM;BOG;4473;134447;25345814
DOM;BOG;70;37688;710490407
DOM;BOG;6;73093;137794193
DOM;CTG;37379;360286;679780419
DOM;CTG;4612;187762;354265587
DOM;CTG;955;32708;617128
DOM;CTG;9;1464;2762246
DOM;CTG;25783;879987;1660341873
DOM;CTG;466494;1981086;3737873443
DOM;CTG;10954;44115;83235299
DOM;CTG;13143;79837;150634854
DOM;CTG;963;10474;19762134
DOM;CTG;396;4303;81188143
DOM;CTG;1377;50895;96027668
DOM;CTG;407;29276;55237371
DOM;CTG;1932787;17610365;33200133639
DOM;CTG;41184;1698463;3201908881
DOM;CTG;846;3050734;5751676406
DOM;CTG;2604;44108;83129955
DOM;CTG;36381;1224235;2308159561
DOM;CTG;955412;9116272;17187429603
DOM;CTG;182425;60313;1136851692
DOM;CTG;408829;1458797;2750379335
DOM;CTG;1911;1344;25341389
DOM;CTG;163961;1004862;1894167635
DOM;CTG;75;8161;15387729
DOM;CTG;49908;386028;727609801
DOM;CTG;66;1632;307539
DOM;CTG;1001;50879;95885072
DOM;CTG;1983;1727861;3257799497
DOM;CTG;34442;1269436;2393286443
DOM;CTG;108;55056;103809189
DOM;CTG;14655;50043;94306244
DOM;CTG;89;124418;234592627
REU;BOG;190;8303;156554726
ROU;BOG;2;16032;3036557
ROU;BOG;43;80388;152259695
ROU;BOG;79;867675;1643428511
ROU;BOG;43;2969;56234641
ROU;BOG;43;3944;74701726
ROU;BOG;43;15023;284544634
ROU;BOG;86;204725;387761434
ROU;BOG;43;13797;26132346
ROU;BOG;43;9453;179045492
ROU;BOG;86;14875;28174143
ROU;BOG;43;50258;95191667
ROU;BOG;5;55295;104732048
ROU;BOG;43;85304;161570894
ROU;BOG;90;146529;276467987
ROU;BOG;3;3930913;7429229024
ROU;BOG;1500;450;8482365
ROU;BOG;18000;7020;132340338
ROU;BOG;800;153;28840041
ROU;BOG;300;108;20326788
ROU;BOG;310;539;10144573
ROU;BOG;200;54;10163394
ROU;BOG;4000;1680;31581984
ROU;BOG;6400;2396;45132254
ROU;BOG;24400;3592;675109216
RUS;BOG;75;4125;777909
RUS;BOG;12550;62925;1188760223
RUS;BOG;413599;8037375;15128828138
RUS;BOG;7600;11575;217973455
RUS;BOG;30366;62485;1177960972
RUS;BOG;6400;163875;308468468
RUS;BOG;93400;1549125;2918644448
RUS;BOG;35000;734025;1384253706
RUS;BOG;7000;12075;227500245
RUS;BOG;159;4346;81920796
RUS;BOG;24;728;13722582
RUS;BOG;30;83;15645251
RUS;BOG;66;330;6220401
RUS;BOG;34;1598;30121821
RUS;BOG;738;2988;56322904
RUS;BOG;24;84;15833748
RUS;BOG;35;1246;23486726
RUS;BOG;625;400;753988
RUS;BOG;81;33;6220401
RUS;BOG;42;189;35625933
RUS;BOG;40;144;27143568
RUS;BOG;16766;38315;722310549
RUS;BOG;19166;3834;726071418
RUS;BOG;40;179;3371734
RUS;BOG;46;162029;305205926
RUS;BOG;40;3069;5780922
RUS;BOG;40;133;25052545
RUS;BOG;40;2558;4818377
RUS;BOG;5611;41145;77439416
RUS;BOG;1826399;3054784;57591806188
RUS;BOG;38066;80415;1513498757
RUS;BOG;8333;16475;310398885
RUS;BOG;46800;10296;1950124176
RUS;BOG;21166;45185;852116804
RUS;BOG;10200;3300;6203604
RUS;BOG;3866;320;604784
RUS;BOG;5366;1134;213130764
RUS;BOG;14600;8831;1664811289
RUS;BOG;9550;14325;269845365
RUS;BOG;6833;944;178799264
RUS;BOG;400;60;113397
RUS;BOG;5250;840;15848952
RUS;BOG;13633;23815;448603155
RUS;BOG;73300;13542;2556191082
RUS;BOG;44400;7104;1338699072
RUS;BOG;120700;18105;341020461
RUS;BOG;140700;23954;4537031324
RUS;BOG;700;105;19844475
RUS;BOG;12250;1869;352639182
RUS;BOG;125;32;6045344
RUS;BOG;15675;1472;278085824
RUS;BOG;450;928;17531498
RUS;BOG;4533;94425;177468011
RUS;BOG;260175;12843715;24144642954
RUS;BOG;20650;39235;737413978
RUS;BOG;6900;1131;213079977
RUS;BOG;76250;140035;2631929818
RUS;BOG;47100;7329;138080025
RUS;BOG;32866;65405;1236121798
RUS;BOG;71900;1534575;2892965444
RUS;BOG;710;1349;25353915
RUS;BOG;16200;2556;483274872
RUS;BOG;30700;5183;976508298
RUS;BOG;10000;23865;448537902
RUS;BOG;1000;507;95780919
RUS;BOG;17925;43785;824600688
RUS;BOG;30066;6655;1252544205
RUS;BOG;1000;10001;18822982
RUS;BOG;5000;55008;103531107
RUS;BOG;18375;245625;461647275
RUS;BOG;8274;35213;663208685
RUS;BOG;1500;2139;40201649
RUS;BOG;350;35;65928
RUS;BOG;150;15;28255
RUS;BOG;391649;8096025;15244786422
RUS;BOG;3433;405;76341285
RUS;BOG;2200;396;75004776
RUS;BOG;1300;489;92619534
RUS;BOG;18966;35725;674905983
RUS;BOG;47766;982475;1852152045
RUS;BOG;24850;42245;796077454
RUS;BOG;25150;37725;710843535
RUS;BOG;566;45;852327
RUS;BOG;9333;245392;462556558
RUS;BOG;134700;22012;4148007316
RUS;BOG;203850;305775;5761354538
RUS;BOG;33200;2988;565945128
RUS;BOG;37400;6009;1131098106
RUS;BOG;275;125;2367575
RUS;BOG;232433;36471;6889991907
RUS;BOG;2266;2955;55673973
RUS;BOG;8166;20025;37763946
RUS;BOG;2000;300;563844
RUS;BOG;56600;9899;1863870189
RUS;BOG;5120;8064;151561267
RUS;BOG;240500;405175;7626960842
RUS;BOG;85433;175345;3295539137
RUS;BOG;49799;738575;1392354204
RUS;BOG;24600;3645;688886775
RUS;BOG;3100;518;97641446
RUS;BOG;84000;14063;2656739771
RUS;BOG;31900;1509425;2842458595
RUS;BOG;2166;434;81693556
RUS;BOG;450;190;3576009
RUS;BOG;900;174;32782644
RUS;BOG;30166;4291;807613401
RUS;BOG;1400;196;37402484
RUS;BOG;16500;22125;422209163
RUS;BOG;340250;410565;7727950044
RUS;BOG;9920;30752;580222586
RUS;BOG;6425;840;15848952
RUS;BOG;250;25;470228
RUS;BOG;1833;525;988229
RUS;BOG;350;35;6679
RUS;BOG;300;51;9599934
RUS;BOG;300;3;564273
RUS;BOG;1100;111;21182
RUS;BOG;600;108;20329272
RUS;BOG;150;15;286244
RUS;BOG;160;424;7980146
RUS;BOG;175;5;95415
RUS;BOG;200;18;3388212
RUS;BOG;2;6026;1136973628
RUS;BOG;13260;3978;750059856
RUS;BOG;200;36;6787872
RUS;BOG;7850;11775;221836545
RUS;BOG;2100;336;63395808
RUS;BOG;71966;116336;2191421232
RUS;BOG;471650;707475;13325212845
RUS;BOG;4200;700;1320746
RUS;BOG;3500;630;11849733
RUS;BOG;2100;336;63238896
RUS;BOG;27300;5054;950611914
RUS;BOG;1400;224;42159264
RUS;BOG;675;326;61270396
RUS;BOG;40033;9362;1764914878
RUS;BOG;223300;8890975;16710409693
RUS;BOG;5900;1516;28651642
RUS;BOG;1500;475;894112
RUS;BOG;600;6;114497
RUS;BOG;310;31;59157
RUS;BOG;66266;137655;2590818521
RUS;BOG;900;270;5089419
RUS;BOG;22166;369325;69952371
RUS;BOG;800;104;19698224
RUS;BOG;6800;1904;35984648
RUS;BOG;1666;435;82178895
RUS;BOG;859200;1963475;37015234353
RUS;BOG;12200;1830;344707523
RUS;BOG;21532;18225;345192435
RUS;BOG;1050;147;27782265
RUS;BOG;152100;23600;44389476
RUS;BOG;96000;1340892;2527541193
RUS;BOG;7000;1260;23717484
RUS;BOG;42950;64425;1213593315
RUS;BOG;225783;202245;3830641647
RUS;BOG;27300;3822;72233889
RUS;BOG;3275;1152;21819571
RUS;BOG;8833;14935;281650204
RUS;BOG;88625;475385;8936667538
RUS;BOG;18900;27675;521665448
RUS;BOG;1175;326;61432418
RUS;BOG;5250;7875;148398863
RUS;BOG;45400;72815;1372147705
RUS;BOG;18750;3015;568155645
RUS;BOG;97300;147345;2776613384
RUS;BOG;6530;9726;183279662
RUS;BOG;1450;1152;21708634
RUS;BOG;23132;366275;691955742
RUS;BOG;27800;8143;1533440902
RUS;BOG;3533;7565;142181149
RUS;BOG;135825;3483775;6567577793
RUS;BOG;8066;702;132324894
RUS;BOG;1500;225;4239135
RUS;BOG;33000;4950;9326097
RUS;BOG;147725;2208725;4168374317
RUS;BOG;24800;73868;1391037856
RUS;BOG;4025;161822;304566804
RUS;BOG;87375;32525;612491285
RUS;BOG;2925;864;16329168
RUS;BOG;135775;5084125;9570051853
RUS;BOG;28490;42661;80571193
RUS;BOG;4200;637;119905058
RUS;BOG;359850;517145;9734427193
RUS;BOG;15750;51975;980653905
RUS;BOG;14620;422998;796128766
RUS;BOG;7500;69384;130604279
RUS;BOG;1775;175;3301865
RUS;BOG;1400;23803;44799864
RUS;BOG;3750;206;38776204
RUS;BOG;24;175;3289055
RUS;BOG;300;3;565095
RUS;BOG;1050;105;197812
RUS;BOG;2450;245;461537
RUS;BOG;350;35;659278
RUS;BOG;89066;1989197;3754843775
RUS;BOG;738291;19830025;37323877696
RUS;BOG;1750;525;9887001
RUS;BOG;150000;248425;4705318555
RUS;BOG;18466;2446;462090982
RUS;BOG;4400;208;39396448
RUS;BOG;133807;16952;320384324
RUS;BOG;472774;1077976;20333932668
RUS;BOG;6810;11577;218160462
RUS;BOG;13750;21125;399932635
RUS;BOG;666;54;10227924
RUS;BOG;7300;1095;206949525
RUS;BOG;16230;25728;485430758
RUS;BOG;26000;4940;92845324
RUS;BOG;44133;6856;129146472
RUS;BOG;2333;4382;82551095
RUS;BOG;49585;842245;1587151746
RUS;BOG;100850;153625;2903215415
RUS;BOG;21600;194401;368207158
RUS;BOG;15750;23625;446500688
RUS;BOG;88250;13933;2628850574
RUS;BOG;107480;211136;3968216666
RUS;BOG;266;6;1127676
RUS;BOG;600;132;24808872
RUS;BOG;58325;1689767;3186630199
RUS;BOG;145166;5439275;10225282072
RUS;BOG;6908;1098;206869788
RUS;BOG;20000;39925;75292162
RUS;BOG;238008;791045;14910960937
RUS;BOG;1050;468;88191324
RUS;BOG;5325;2148;406781796
RUS;BOG;26600;50015;945243835
RUS;BOG;30950;55915;1052627061
RUS;BOG;128150;1943525;3662436816
RUS;BOG;13650;2270;42988579
RUS;BOG;106950;195405;3692279924
RUS;BOG;6400;992;186898752
RUS;BOG;139750;24134;4543990158
RUS;BOG;394250;623175;11743296653
RUS;BOG;242400;427435;80946358
RUS;BOG;750;150;2826645
RUS;BOG;55350;182655;3452088173
RUS;BOG;20810;37903;714255503
RUS;BOG;18200;2220;42041694
RUS;BOG;2525;325;61423375
RUS;BOG;1000;812;15301572
RUS;BOG;1550;10025;188784785
RUS;BOG;10333;19265;363948601
RUS;BOG;4300;1903;358329542
RUS;BOG;153932;2942675;5550018919
RUS;BOG;40533;93695;1766328771
RUS;BOG;190100;830519;15659601849
RUS;BOG;79650;13416;25340240
RUS;BOG;1400;252;47723004
RUS;BOG;10390;28664;539673234
RUS;BOG;8050;5824;109812685
RUS;BOG;37425;18339;3452692969
RUS;BOG;5433;89599;168435368
RUS;BOG;79590;253237;4773998601
RUS;BOG;1325;111;20925609
RUS;BOG;3132;95;1788224
RUS;BOG;1400;14;26716
RUS;BOG;350;8;151502
RUS;BOG;5760;14976;281685082
RUS;BOG;68950;73955;1391026991
RUS;BOG;29425;656459;1234740297
RUS;BOG;4250;1528;287403048
RUS;BOG;566;135;2537271
RUS;BOG;26000;1318025;2481847107
RUS;BOG;350;665;12593571
RUS;BOG;62175;110765;2085129781
RUS;BOG;74741;253511;4773386186
RUS;BOG;231450;353415;6653995591
RUS;BOG;118500;218925;4122664245
RUS;BOG;5725;360625;679107363
RUS;BOG;44450;789775;1487256894
RUS;BOG;25700;12609;2374451226
RUS;BOG;189725;3378651;6361326145
RUS;BOG;17700;62685;1184226215
RUS;BOG;65966;9310;175571704
RUS;BOG;169232;322555;6081685346
RUS;BOG;16500;33435;630844893
RUS;BOG;49166;90412;1702584537
RUS;BOG;26433;588725;1109411052
RUS;BOG;29400;1254298;236317269
RUS;BOG;355499;63340;1194491056
RUS;BOG;1550;856;160917728
RUS;BOG;47625;15771;2980558668
RUS;BOG;67799;9844;1854265061
RUS;BOG;205332;287035;5411793963
RUS;BOG;82833;1756775;3309869507
RUS;BOG;8700;867;164189859
RUS;BOG;180;18;3388212
RUS;BOG;10150;17255;324300823
RUS;BOG;100450;164045;3093101284
RUS;BOG;3150;497;94057121
RUS;BOG;1440;2016;38012083
RUS;BOG;10500;1890;35636328
RUS;BOG;88850;1370975;2593848355
RUS;BOG;116500;240621;4532410816
RUS;BOG;3925;3375;63914738
RUS;BOG;24350;1019775;1924091075
RUS;BOG;16500;68055;1281918008
RUS;BOG;2770;6867;129244494
RUS;BOG;281525;11396548;21632055327
RUS;BOG;288200;37811;7215435319
RUS;BOG;56250;6750;12713085
RUS;BOG;96666;1621175;3070602721
RUS;BOG;2400;816;153398208
RUS;BOG;5550;2071;392259826
RUS;BOG;320483;495455;9332873603
RUS;BOG;23566;4339;817715408
RUS;BOG;121616;345225;6501563043
RUS;BOG;14900;5850;1102222431
RUS;BOG;4958;363648;686536134
RUS;BOG;9360;15288;287736977
RUS;BOG;59300;95845;1808790873
RUS;BOG;39200;6454;1214713794
RUS;BOG;700;1155;21760893
RUS;BOG;141250;26658;5020559208
RUS;BOG;238650;38154;719924312
RUS;BOG;2000;126;2373462
RUS;BOG;22875;4416;832645632
RUS;BOG;275;72;13635144
RUS;BOG;3007516;50975475;95923027873
RUS;BOG;21166;3679;692807206
RUS;BOG;4550;546;102763206
RUS;BOG;7683;29975;564857893
RUS;BOG;400;104;19573944
RUS;BOG;9075;40825;76976354
RUS;BOG;6600;1344;253131648
RUS;BOG;163450;6598826;12441083701
RUS;BOG;97375;114112;2151969741
RUS;BOG;19900;7960;1499723924
RUS;BOG;19400;596375;1123867604
RUS;BOG;231680;37120;697662976
RUS;BOG;10720;28408;533922678
RUS;BOG;262;35;657818
RUS;BOG;1500;535;100845895
RUS;BOG;871266;1292235;24325226791
RUS;BOG;16100;2911;547882221
RUS;BOG;1000;300;564633
RUS;BOG;1;175263;33013415
RUS;BOG;120900;437305;8282819083
RUS;BOG;74675;82416;156100849
RUS;BOG;1400;34375;64606438
RUS;BOG;16933;17075;323410745
RUS;BOG;40531;79895;1505727009
RUS;BOG;68833;11465;216174868
RUS;BOG;85950;36143;6844652911
RUS;BOG;700;98;18513866
RUS;BOG;80000;1320325;2494624728
RUS;BOG;125800;21368;4024275228
RUS;BOG;7000;1190;22481123
RUS;BOG;238750;3732675;7039987001
RUS;BOG;19025;42966;809230237
RUS;BOG;31150;11646;2192936356
RUS;BOG;666;165;31093095
RUS;BOG;34950;1595729;300644918
RUS;BOG;117316;2583025;4873156996
RUS;BOG;13500;4662;877515858
RUS;BOG;238441;7997275;15036088794
RUS;BOG;1100;363;68754378
RUS;BOG;45898;703975;1326657899
RUS;BOG;50566;1077975;2031608454
RUS;BOG;234998;51695;973678137
RUS;BOG;9350;481995;910570494
RUS;BOG;52400;14837;279484569
RUS;BOG;90999;320005;6026142157
RUS;BOG;1900;6725;126571898
RUS;BOG;3464;25572;48153953
RUS;BOG;13500;2095;394336545
RUS;BOG;56210;91422;17242575
RUS;BOG;335600;55812;10504568722
RUS;BOG;46750;72675;137030166
RUS;BOG;270850;521005;9817720195
RUS;BOG;10800;149055;280828563
RUS;BOG;8000;1440;27204048
RUS;BOG;885440;1481816;27912967992
RUS;BOG;323625;5265025;9922840971
RUS;BOG;5900;1416;26673192
RUS;BOG;1666600;389195;73525551815
RUS;BOG;71750;137456;2588873796
RUS;BOG;50;175;3306048
RUS;BOG;262;54;1017198
RUS;BOG;3575;3375;63555975
RUS;BOG;1000;288;54211392
RUS;BOG;1058540;37463225;70455559024
RUS;BOG;201899;3973869;7480314643
RUS;BOG;12100;1452;273294516
RUS;BOG;17032;37295;702798169
RUS;BOG;1233;192;3616608
RUS;BOG;1500;40;752844
VCT;BOG;23;18542;349023483
VCT;BOG;131;61435;1156415579
VCT;BOG;378;664542;1250893988
VCT;BOG;9;105225;198069227
VCT;BOG;56;12819;241297165
VCT;BOG;219;1160;21835144
VCT;BOG;4;34688;6529461
VCT;BOG;6;1584;29816266
VCT;BOG;101;146016;274851757
VCT;BOG;2;16768;31563077
VCT;BOG;40;472;8884645
VCT;BOG;12;432;81317088
SGP;BOG;2625;6152;116016877
SGP;BOG;46675;6090;115477581
SGP;BOG;7130;5345;100763406
SGP;BOG;1854;17803;334600264
SGP;BOG;2650;743;140707111
SGP;BOG;18119;703715;1326042404
SGP;BOG;5650;1024;192456704
SGP;BOG;12;24;4523928
SGP;BOG;820;11480;216394556
SGP;BOG;54;560;10555832
SGP;BOG;33257;6050;11432494
SGP;BOG;8850;725;136676275
SGP;BOG;7560;82459;155843387
SGP;BOG;4416;17868;33712985
SGP;BOG;3216;57794;108621511
SGP;BOG;2700;163946;308129949
SGP;BOG;480;1056;19905283
SGP;BOG;37545;271448;511820633
SGP;BOG;22154;14116;26633786
SGP;BOG;5052;1680;31599288
SGP;BOG;1500;390;7358442
SGP;BOG;25500;4335;81791913
SGP;BOG;2220;3564;67244839
SGP;BOG;6;658955;1243303115
ZAF;BOG;495;220275;4149210038
ZAF;BOG;2230;134444;253452484
ZAF;BOG;7332;115523;218332694
ZAF;BOG;8862;109424;206260957
ZAF;BOG;1;2500;4722925
ZAF;BOG;26200;4716;887603076
ZAF;BOG;300;30;564633
ZAF;BOG;34950;11756;221260852
ZAF;BOG;3250;51925;990879583
ZAF;BOG;160;98112;1846801421
ZAF;BOG;40;944;17781656
SWE;BOG;2242;123165;231483691
SWE;BOG;12049;5665;1066215315
SWE;BOG;7607;169496;323447522
SWE;BOG;6720;12096;227341901
SWE;BOG;26020;419336;788133625
SWE;BOG;5840;10452;196884324
SWE;BOG;57880;93788;1765409039
SWE;BOG;8000;1440;2721528
SWE;BOG;720;108;20313828
SWE;BOG;24440;386678;730802086
SWE;BOG;26180;4616;868982416
SWE;BOG;62580;8253;1555220079
SWE;BOG;33200;4980;93826188
SWE;BOG;12600;2016;379901088
SWE;BOG;28100;4215;79413129
SWE;BOG;3150;1056;198775104
SWE;BOG;32000;3976;75457688
SWE;BOG;2400;264;50378856
SWE;BOG;1600;288;54211392
SWE;BOG;969;12540;236375238
SWE;BOG;300;200;376468
SWE;BOG;144800;207604;3932144322
SWE;BOG;700;240;4510704
SWE;BOG;700;240;4545744
SWE;BOG;600;153;28979118
CHE;BOG;5;6;1129404
CHE;BOG;1;100;189377
CHE;BOG;153;400;753460
CHE;BOG;2033;48775;91981846
CHE;BOG;8705;19728;370779869
CHE;BOG;1044;722698;1359775022
CHE;BOG;13;123;23117604
CHE;BOG;80;560;10545878
CHE;BOG;10100;351775;666282957
CHE;BOG;93900;15561;2934555624
CHE;BOG;550;198;37405566
CHE;BOG;1200;372;70087032
CHE;BOG;59000;10628;2003952524
CHE;BOG;2333;152;2872724
CHE;BOG;72050;3182727;5981871742
CHE;BOG;225;84;158227
CHE;BOG;74646;3612036;6803992213
CHE;BOG;1200;180;3390156
CHE;BOG;20300;3045;57350139
CHE;BOG;897;62144;1167984051
CHE;BOG;26;246;46235208
CHE;BOG;19;140;2631272
CHE;BOG;20800;3550;66814905
CHE;BOG;50450;472762;895439594
CHE;BOG;118666;1743275;3301867447
CHE;BOG;1125;5925;111358005
CHE;BOG;78860;121205;2290713898
CHE;BOG;12000;1910;36083147
CHE;BOG;217627;35464028;66803687591
CHE;BOG;9076;54456;1031429314
CHE;BOG;36;3132;59321959
CHE;BOG;60;426;80686956
CHE;BOG;63;567;107393202
CHE;BOG;84;1500;2821365
CHE;BOG;5700;22405;421738277
CHE;BOG;2560;1536;289127424
CHE;BOG;1965;75893;142637858
CHE;BOG;1356;40672;76441397
CHE;BOG;2262;49902;93788813
CHE;BOG;754;15066;28315944
CHE;BOG;754;12714;23895454
CHE;BOG;754;12396;23297786
CHE;BOG;30;74757;140502791
CHE;BOG;1053;3922;73712421
CHE;BOG;825;61639;116025555
CHE;BOG;147;53375;1004576213
SUR;BOG;7;1023;192268758
SUR;BOG;23;239612;4503411695
SUR;BOG;226;369521;694499939
SUR;BOG;45;271899;511023294
THA;BOG;58711;389840;7326964832
THA;BOG;11922;90545;1705922127
THA;BOG;8426;157945;301404864
THA;BOG;2180;287745;543823663
THA;BOG;6066;388482;73013638
THA;BOG;300347;1916165;362933148
THA;BOG;1040;1410782;2656700016
THA;BOG;3;3295449;6288672372
THA;BOG;1;2497;471725749
THA;BOG;3;62802;118345973
TTO;BOG;16283;61931;11668172
TTO;BOG;86;20;377356
TTO;BOG;129;30;566034
TTO;BOG;1079;18;3396204
TTO;BOG;1;25;471695
TTO;BOG;54;499951;942304705
TTO;BOG;326;1405442;2647942297
TTO;BOG;117;182897;344583411
TTO;BOG;24;28866;544072546
TTO;BOG;91;230689;434766551
TTO;BOG;140797;428925;807966023
TTO;BOG;200;256;48208384
TTO;BOG;2;2688;50618803
TTO;BOG;12;109504;206211363
TTO;BOG;132;982544;1850267908
TTO;BOG;72;21008;395610051
TTO;BOG;59;408;7690678
TTO;BOG;4;33536;63152983
TTO;BOG;63;60;1129884
TTO;BOG;182;354788;677038393
TTO;BOG;16;85;1600669
TTO;BOG;1;2;376628
TTO;BOG;902;517524;974638625
TTO;BOG;240;10460;198118676
TTO;BOG;2;2893575;5454938655
TTO;BOG;1700;240;4520208
TTO;BOG;11896;38999;734004079
TTO;BOG;100;29250;54986490
TTO;BOG;40;7000;13166370
TTO;BOG;1;100;189406
TTO;BOG;4;2057048;3874758465
TTO;BOG;4200;1680;31820208
TTO;BOG;600;114;21592284
TTO;BOG;800;176;33335456
TTO;BOG;520;125;2367575
TTO;BOG;2000;640;12121984
TTO;BOG;500;95;1799357
TTO;BOG;200;64;12121984
TTO;BOG;475;240;4545744
TTO;BOG;57;270;5113962
TTO;BOG;2100;2352;44313091
TTO;BOG;16333;218068;410853196
TTO;BOG;525;6585;12406535
TTO;BOG;2000;240;4517064
TTO;BOG;47224;1915294;3619913048
TTO;BOG;6400;1022;193003892
TTO;BOG;2130;4191;78999093
TTO;BOG;7166;125733;237453742
TTO;BOG;200;686;12930894
TTO;BOG;1600;340;6408898
TTO;BOG;21909;380472;719433004
TTO;BOG;9301;233936;442184274
TTO;BOG;100;30;565491
TTO;BOG;7602;256076;483459796
TTO;BOG;400;68;12817796
TTO;BOG;5200;860;16239896
TTO;BOG;202;7272;13773604
TTO;BOG;5945;9391;177017533
TTO;BOG;2800;20454;38536564
TTO;BOG;7300;172772;326416087
TTO;BOG;46;284;53533148
TTO;BOG;427;231945;438004859
TTO;BOG;2;657204;1241570081
TUN;BOG;2;86996;163870015
TUN;BOG;2;147849;2784957689
TKM;BOG;1;5856;11006118
TUR;BOG;14566;303525;573410324
TUR;BOG;7466;12675;23827479
UKR;BOG;44100;9075;1710809925
UKR;BOG;6066;735;13847841
UKR;BOG;1175;76625;144295603
UKR;BOG;11000;2344;442040896
UKR;BOG;8375;33315;629177966
UKR;BOG;1133;35;659295
UKR;BOG;250;25;473515
UKR;BOG;350;35;662921
UKR;BOG;5400;915;17264037
UKR;BOG;4466;208;39396448
UKR;BOG;13533;2574;485415216
UKR;BOG;160875;7414048;1400501202
UKR;BOG;5100;765;14413059
UKR;BOG;27650;41475;781413885
UKR;BOG;29440;2808;531852048
UKR;BOG;144325;27300;51574341
UKR;BOG;3675;632;119704592
UKR;BOG;19100;8290;155842052
UKR;BOG;169799;29506;5558373396
UKR;BOG;160300;184135;3465623249
UKR;BOG;3300;18255;343767207
UKR;BOG;750;1425;26834745
UKR;BOG;106700;5786055;10895951613
UKR;BOG;314325;5358371;10090562765
UKR;BOG;13666;396775;746357279
UKR;BOG;5533;921;173685864
UKR;BOG;10633;2256;424604016
UKR;BOG;204658;3817625;719062036
UKR;BOG;15000;546675;1029968501
UKR;BOG;47466;6030;113584095
UKR;BOG;33033;53585;1009080569
UKR;BOG;56166;12177;2293440534
